# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	147.539978027344	0.42
0.25	146.943969726562	0.385
0.5	146.726989746094	0.405
0.75	142.874145507812	0.33
1	142.190856933594	0.34
1.25	140.391540527344	0.29
1.5	137.997131347656	0.265
1.75	134.678039550781	0.21
2	134.267578125	0.19
2.25	131.909484863281	0.15
2.5	131.061096191406	0.135
2.75	130.090026855469	0.095
3	128.875427246094	0.08
3.25	131.758422851562	0.13
3.5	132.073669433594	0.145
3.75	126.522216796875	0.075
4	131.249389648438	0.155
4.25	134.77294921875	0.19
4.5	130.208740234375	0.14
4.75	140.343017578125	0.255
5	140.641784667969	0.255
5.25	146.279907226562	0.34
5.5	150.019226074219	0.395
5.75	154.058532714844	0.47
6	152.563781738281	0.43
6.25	155.213623046875	0.505
6.5	154.774169921875	0.485
6.75	158.841552734375	0.555
7	157.043762207031	0.53
7.25	157.355651855469	0.55
7.5	156.382446289062	0.505
7.75	155.266418457031	0.5
8	154.569396972656	0.485
8.25	150.030822753906	0.41
8.5	146.542358398438	0.36
8.75	137.296142578125	0.225
9	135.743713378906	0.185
9.25	134.324340820312	0.155
9.5	132.374267578125	0.115
9.75	133.599243164062	0.14
10	131.23291015625	0.11
10.25	129.623413085938	0.075
10.5	129.581298828125	0.08
10.75	130.645141601562	0.105
11	135.017700195312	0.115
11.25	132.0703125	0.105
11.5	133.630676269531	0.15
11.75	136.987609863281	0.215
12	140.506896972656	0.245
12.25	141.681518554688	0.285
12.5	145.217590332031	0.34
12.75	143.84521484375	0.315
13	146.622619628906	0.38
13.25	145.914001464844	0.345
13.5	153.11767578125	0.475
13.75	151.754760742188	0.435
14	153.930358886719	0.495
14.25	151.40380859375	0.425
14.5	152.582092285156	0.445
14.75	149.094543457031	0.375
15	147.654113769531	0.395
15.25	149.315185546875	0.415
15.5	144.146118164062	0.305
15.75	138.589172363281	0.22
16	139.856262207031	0.2
16.25	133.574523925781	0.155
16.5	134.070434570312	0.135
16.75	128.680114746094	0.05
17	128.561706542969	0.08
17.25	129.664611816406	0.095
17.5	128.474731445312	0.06
17.75	131.665344238281	0.115
18	132.162780761719	0.13
18.25	136.139831542969	0.165
18.5	138.363647460938	0.2
18.75	142.470092773438	0.275
19	142.787475585938	0.255
19.25	148.86962890625	0.335
19.5	150.02685546875	0.39
19.75	150.044555664062	0.39
20	157.795104980469	0.495
20.25	154.483642578125	0.465
20.5	157.619018554688	0.51
20.75	159.966430664062	0.535
21	161.744689941406	0.57
21.25	154.826354980469	0.455
21.5	157.468566894531	0.5
21.75	155.220642089844	0.48
22	151.203002929688	0.43
22.25	151.242065429688	0.43
22.5	143.657531738281	0.32
22.75	145.510864257812	0.32
23	134.921875	0.185
23.25	131.389465332031	0.125
23.5	134.20166015625	0.165
23.75	129.437561035156	0.095
24	131.052551269531	0.105
24.25	128.645324707031	0.09
24.5	129.774780273438	0.065
24.75	130.364990234375	0.075
25	130.707397460938	0.09
25.25	132.345275878906	0.125
25.5	135.776062011719	0.155
25.75	137.023315429688	0.215
26	139.66796875	0.21
26.25	141.125183105469	0.255
26.5	147.192077636719	0.375
26.75	147.684020996094	0.35
27	149.761962890625	0.38
27.25	157.088317871094	0.5
27.5	157.108764648438	0.485
27.75	154.29443359375	0.435
28	152.262878417969	0.425
28.25	152.675170898438	0.445
28.5	152.700805664062	0.445
28.75	150.088195800781	0.385
29	143.897094726562	0.315
29.25	144.505615234375	0.32
29.5	140.641479492188	0.26
29.75	138.280334472656	0.235
30	138.935241699219	0.235
