# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.681
30	0.656
60	0.68
90	0.633
120	0.664
150	0.677
180	0.668
210	0.671
240	0.638
270	0.653
300	0.689
330	0.666
360	0.647
390	0.671
420	0.677
450	0.658
480	0.688
510	0.653
540	0.677
570	0.656
600	0.672
