# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.943333333333333
1218	0.923333333333333
2436	0.95
3654	0.943333333333333
4872	0.876666666666667
6090	0.82
7308	0.696666666666667
8526	0.65
9744	0.596666666666667
10962	0.55
12180	0.613333333333333
13398	0.593333333333333
14616	0.566666666666667
15834	0.596666666666667
17052	0.616666666666667
18270	0.583333333333333
19488	0.553333333333333
20706	0.566666666666667
21924	0.603333333333333
23142	0.533333333333333
24360	0.563333333333333
25578	0.54
26796	0.55
28014	0.53
29232	0.546666666666667
30450	0.506666666666667
31668	0.536666666666667
32886	0.576666666666667
34104	0.546666666666667
35322	0.536666666666667
36540	0.53
37758	0.556666666666667
38976	0.54
40194	0.513333333333333
41412	0.513333333333333
42630	0.573333333333333
43848	0.583333333333333
45066	0.52
46284	0.51
47502	0.516666666666667
48720	0.513333333333333
49938	0.523333333333333
51156	0.523333333333333
52374	0.586666666666667
53592	0.56
54810	0.543333333333333
56028	0.5
57246	0.516666666666667
58464	0.5
59682	0.47
60900	0.553333333333333
