# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.85
160	0.896666666666667
320	0.883333333333333
480	0.903333333333333
640	0.87
800	0.903333333333333
960	0.906666666666667
1120	0.84
1280	0.85
1440	0.793333333333333
1600	0.796666666666667
1760	0.813333333333333
1920	0.803333333333333
2080	0.686666666666667
2240	0.69
2400	0.69
2560	0.696666666666667
2720	0.646666666666667
2880	0.583333333333333
3040	0.556666666666667
3200	0.57
3360	0.563333333333333
3520	0.516666666666667
3680	0.57
3840	0.536666666666667
4000	0.566666666666667
4160	0.536666666666667
4320	0.546666666666667
4480	0.57
4640	0.53
4800	0.553333333333333
4960	0.53
5120	0.496666666666667
5280	0.543333333333333
5440	0.57
5600	0.57
5760	0.546666666666667
5920	0.496666666666667
6080	0.53
6240	0.536666666666667
6400	0.476666666666667
6560	0.51
6720	0.486666666666667
6880	0.55
7040	0.57
7200	0.526666666666667
7360	0.566666666666667
7520	0.55
7680	0.56
7840	0.586666666666667
8000	0.58
