# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.281666666666667
0.6	0.246666666666667
1.2	0.251666666666667
1.8	0.271666666666667
2.4	0.275
3	0.203333333333333
3.6	0.235
4.2	0.243333333333333
4.8	0.198333333333333
5.4	0.168333333333333
6	0.166666666666667
6.6	0.118333333333333
7.2	0.118333333333333
7.8	0.103333333333333
8.4	0.116666666666667
9	0.0983333333333333
9.6	0.0766666666666667
10.2	0.0933333333333333
10.8	0.085
11.4	0.0916666666666667
12	0.085
12.6	0.0766666666666667
13.2	0.0916666666666667
13.8	0.0866666666666667
14.4	0.0766666666666667
15	0.0916666666666667
15.6	0.105
16.2	0.07
16.8	0.0766666666666667
17.4	0.0666666666666667
18	0.0866666666666667
18.6	0.0883333333333333
19.2	0.09
19.8	0.09
20.4	0.113333333333333
21	0.15
21.6	0.158333333333333
22.2	0.191666666666667
22.8	0.191666666666667
23.4	0.211666666666667
24	0.23
24.6	0.261666666666667
25.2	0.271666666666667
25.8	0.303333333333333
26.4	0.28
27	0.321666666666667
27.6	0.321666666666667
28.2	0.331666666666667
28.8	0.33
29.4	0.375
30	0.326666666666667
30.6	0.301666666666667
31.2	0.276666666666667
31.8	0.275
32.4	0.263333333333333
33	0.246666666666667
33.6	0.251666666666667
34.2	0.226666666666667
34.8	0.218333333333333
35.4	0.173333333333333
36	0.17
36.6	0.146666666666667
37.2	0.121666666666667
37.8	0.118333333333333
38.4	0.108333333333333
39	0.0966666666666667
39.6	0.0866666666666667
40.2	0.101666666666667
40.8	0.101666666666667
41.4	0.0883333333333333
42	0.0783333333333333
42.6	0.0866666666666667
43.2	0.0966666666666667
43.8	0.0733333333333333
44.4	0.0833333333333333
45	0.0966666666666667
45.6	0.113333333333333
46.2	0.0683333333333333
46.8	0.0833333333333333
47.4	0.101666666666667
48	0.08
48.6	0.0916666666666667
49.2	0.118333333333333
49.8	0.138333333333333
50.4	0.13
51	0.131666666666667
51.6	0.156666666666667
52.2	0.205
52.8	0.215
53.4	0.22
54	0.218333333333333
54.6	0.245
55.2	0.275
55.8	0.263333333333333
56.4	0.308333333333333
57	0.291666666666667
57.6	0.328333333333333
58.2	0.316666666666667
58.8	0.35
59.4	0.366666666666667
60	0.338333333333333
