# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.1
0.6	0.106666666666667
1.2	0.123333333333333
1.8	0.0933333333333333
2.4	0.0866666666666667
3	0.0966666666666667
3.6	0.0816666666666667
4.2	0.1
4.8	0.115
5.4	0.0816666666666667
6	0.0883333333333333
6.6	0.123333333333333
7.2	0.0916666666666667
7.8	0.0933333333333333
8.4	0.0783333333333333
9	0.0783333333333333
9.6	0.0733333333333333
10.2	0.11
10.8	0.113333333333333
11.4	0.0783333333333333
12	0.101666666666667
12.6	0.0983333333333333
13.2	0.0966666666666667
13.8	0.0833333333333333
14.4	0.0783333333333333
15	0.0866666666666667
15.6	0.111666666666667
16.2	0.111666666666667
16.8	0.131666666666667
17.4	0.136666666666667
18	0.123333333333333
18.6	0.116666666666667
19.2	0.103333333333333
19.8	0.0883333333333333
20.4	0.095
21	0.0766666666666667
21.6	0.08
22.2	0.09
22.8	0.0983333333333333
23.4	0.106666666666667
24	0.0733333333333333
24.6	0.0916666666666667
25.2	0.0983333333333333
25.8	0.108333333333333
26.4	0.111666666666667
27	0.09
27.6	0.0866666666666667
28.2	0.111666666666667
28.8	0.085
29.4	0.09
30	0.095
30.6	0.0883333333333333
31.2	0.0983333333333333
31.8	0.0966666666666667
32.4	0.0816666666666667
33	0.101666666666667
33.6	0.095
34.2	0.103333333333333
34.8	0.0733333333333333
35.4	0.103333333333333
36	0.121666666666667
36.6	0.0783333333333333
37.2	0.095
37.8	0.085
38.4	0.11
39	0.0933333333333333
39.6	0.108333333333333
40.2	0.0833333333333333
40.8	0.121666666666667
41.4	0.0766666666666667
42	0.075
42.6	0.0833333333333333
43.2	0.0733333333333333
43.8	0.0733333333333333
44.4	0.0833333333333333
45	0.0966666666666667
45.6	0.0866666666666667
46.2	0.0883333333333333
46.8	0.0766666666666667
47.4	0.0683333333333333
48	0.0866666666666667
48.6	0.105
49.2	0.0783333333333333
49.8	0.0933333333333333
50.4	0.0866666666666667
51	0.0683333333333333
51.6	0.0566666666666667
52.2	0.085
52.8	0.105
53.4	0.0883333333333333
54	0.095
54.6	0.103333333333333
55.2	0.09
55.8	0.113333333333333
56.4	0.0983333333333333
57	0.101666666666667
57.6	0.085
58.2	0.106666666666667
58.8	0.095
59.4	0.095
60	0.103333333333333
