# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	134.43115234375	0.165
0.25	137.581176757812	0.185
0.5	133.4716796875	0.14
0.75	134.617004394531	0.16
1	134.645690917969	0.175
1.25	133.931884765625	0.145
1.5	135.282592773438	0.175
1.75	134.176635742188	0.15
2	131.413879394531	0.12
2.25	129.988708496094	0.11
2.5	129.579162597656	0.11
2.75	129.637451171875	0.095
3	128.29833984375	0.055
3.25	130.71533203125	0.085
3.5	129.659118652344	0.09
3.75	132.431030273438	0.135
4	132.671813964844	0.125
4.25	134.828796386719	0.17
4.5	141.911926269531	0.26
4.75	141.722412109375	0.26
5	148.174133300781	0.39
5.25	149.249877929688	0.405
5.5	153.291320800781	0.44
5.75	155.672912597656	0.51
6	161.605224609375	0.595
6.25	164.654235839844	0.635
6.5	167.095031738281	0.7
6.75	169.548645019531	0.74
7	171.979370117188	0.775
7.25	174.358215332031	0.805
7.5	174.401550292969	0.79
7.75	174.725036621094	0.795
8	175.037536621094	0.82
8.25	171.561279296875	0.77
8.5	173.228454589844	0.785
8.75	166.974792480469	0.715
9	166.723937988281	0.71
9.25	165.499572753906	0.655
9.5	156.736755371094	0.535
9.75	151.974792480469	0.46
10	153.959045410156	0.49
10.25	145.931396484375	0.405
10.5	142.680053710938	0.33
10.75	144.502563476562	0.32
11	138.218078613281	0.205
11.25	139.458312988281	0.23
11.5	135.894165039062	0.19
11.75	134.544067382812	0.165
12	128.339233398438	0.065
12.25	133.162841796875	0.125
12.5	131.024780273438	0.12
12.75	129.934387207031	0.09
13	130.99365234375	0.105
13.25	133.682250976562	0.16
13.5	129.262390136719	0.055
13.75	133.533935546875	0.13
14	131.432189941406	0.12
14.25	135.776062011719	0.175
14.5	134.524841308594	0.165
14.75	134.903869628906	0.17
15	139.459533691406	0.215
15.25	137.158203125	0.15
15.5	135.156860351562	0.14
15.75	134.850463867188	0.145
16	133.316955566406	0.1
16.25	133.844604492188	0.12
16.5	129.999389648438	0.08
16.75	131.910095214844	0.085
17	130.941162109375	0.1
17.25	129.888916015625	0.07
17.5	131.1962890625	0.07
17.75	133.819885253906	0.12
18	135.069580078125	0.155
18.25	135.4248046875	0.185
18.5	136.9189453125	0.175
18.75	139.289245605469	0.225
19	147.5439453125	0.345
19.25	148.460388183594	0.35
19.5	152.03857421875	0.405
19.75	156.925048828125	0.48
20	164.011840820312	0.605
20.25	165.418701171875	0.64
20.5	165.229187011719	0.63
20.75	165.461730957031	0.66
21	164.300842285156	0.655
21.25	173.673095703125	0.775
21.5	176.371154785156	0.835
21.75	174.735717773438	0.765
22	175.625915527344	0.8
22.25	173.440246582031	0.775
22.5	171.738586425781	0.76
22.75	167.561340332031	0.71
23	167.837524414062	0.69
23.25	163.5986328125	0.645
23.5	163.128967285156	0.605
23.75	157.686767578125	0.525
24	152.776184082031	0.445
24.25	149.919738769531	0.44
24.5	144.828491210938	0.33
24.75	140.154418945312	0.27
25	137.901306152344	0.22
25.25	137.640380859375	0.21
25.5	132.772521972656	0.145
25.75	130.875244140625	0.125
26	130.298156738281	0.115
26.25	128.351440429688	0.09
26.5	128.807067871094	0.095
26.75	129.366455078125	0.095
27	129.165954589844	0.08
27.25	130.968017578125	0.115
27.5	133.392944335938	0.12
27.75	133.601379394531	0.125
28	133.562316894531	0.17
28.25	134.981994628906	0.155
28.5	134.118957519531	0.15
28.75	135.299072265625	0.17
29	138.289184570312	0.19
29.25	133.736877441406	0.145
29.5	134.596252441406	0.15
29.75	132.245788574219	0.13
30	133.260803222656	0.155
