# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	130.844116210938	0.115
0.25	128.661499023438	0.07
0.5	129.449157714844	0.095
0.75	129.916381835938	0.085
1	131.643371582031	0.09
1.25	129.344482421875	0.085
1.5	131.569213867188	0.12
1.75	130.992431640625	0.115
2	128.240051269531	0.055
2.25	133.528137207031	0.135
2.5	130.745239257812	0.08
2.75	129.899291992188	0.08
3	128.544006347656	0.085
3.25	129.411315917969	0.075
3.5	127.781372070312	0.065
3.75	129.859619140625	0.105
4	130.858459472656	0.115
4.25	128.639831542969	0.1
4.5	128.727416992188	0.08
4.75	129.380493164062	0.085
5	128.870544433594	0.08
5.25	128.53759765625	0.065
5.5	128.948364257812	0.07
5.75	128.984069824219	0.085
6	127.418518066406	0.06
6.25	130.97412109375	0.075
6.5	131.325378417969	0.09
6.75	132.915954589844	0.1
7	136.026000976562	0.155
7.25	134.370422363281	0.14
7.5	131.595764160156	0.115
7.75	131.101684570312	0.085
8	130.463256835938	0.095
8.25	129.833679199219	0.085
8.5	130.508422851562	0.095
8.75	131.102905273438	0.095
9	131.370544433594	0.1
9.25	130.140075683594	0.075
9.5	130.885925292969	0.1
9.75	130.474853515625	0.13
10	129.725952148438	0.095
10.25	133.4765625	0.15
10.5	131.271362304688	0.09
10.75	133.881225585938	0.11
11	131.482238769531	0.105
11.25	131.714782714844	0.105
11.5	133.497009277344	0.13
11.75	132.992248535156	0.125
12	131.534729003906	0.115
12.25	134.815063476562	0.155
12.5	131.579284667969	0.12
12.75	130.098876953125	0.075
13	131.397399902344	0.115
13.25	133.773803710938	0.13
13.5	126.559753417969	0.045
13.75	132.943725585938	0.12
14	131.104125976562	0.095
14.25	130.977783203125	0.1
14.5	133.124694824219	0.1
14.75	131.812438964844	0.09
15	131.481323242188	0.08
15.25	132.608337402344	0.105
15.5	130.9423828125	0.1
15.75	132.900085449219	0.12
16	133.10302734375	0.115
16.25	130.640258789062	0.09
16.5	131.657409667969	0.095
16.75	130.921325683594	0.085
17	128.963928222656	0.08
17.25	131.817932128906	0.09
17.5	130.967102050781	0.085
17.75	127.68798828125	0.075
18	130.61279296875	0.105
18.25	130.556640625	0.09
18.5	130.686340332031	0.1
18.75	131.544494628906	0.115
19	127.554931640625	0.06
19.25	131.178588867188	0.12
19.5	127.759399414062	0.065
19.75	128.684387207031	0.07
20	128.079528808594	0.045
20.25	128.674011230469	0.075
20.5	131.791076660156	0.105
20.75	127.076110839844	0.05
21	127.745971679688	0.09
21.25	130.790100097656	0.095
21.5	129.207153320312	0.09
21.75	130.867614746094	0.1
22	133.309326171875	0.095
22.25	130.217895507812	0.08
22.5	132.008361816406	0.09
22.75	128.867492675781	0.065
23	131.089477539062	0.085
23.25	131.160888671875	0.085
23.5	131.441040039062	0.095
23.75	130.154418945312	0.08
24	132.102966308594	0.115
24.25	131.808166503906	0.11
24.5	132.72216796875	0.135
24.75	132.18017578125	0.1
25	131.083679199219	0.1
25.25	133.099670410156	0.115
25.5	132.347717285156	0.115
25.75	131.608581542969	0.115
26	132.245178222656	0.105
26.25	132.12890625	0.1
26.5	129.304809570312	0.07
26.75	130.008239746094	0.1
27	131.919555664062	0.105
27.25	130.345764160156	0.11
27.5	128.595275878906	0.075
27.75	130.626525878906	0.08
28	131.505737304688	0.13
28.25	132.216796875	0.1
28.5	132.080078125	0.095
28.75	132.726745605469	0.13
29	128.72802734375	0.07
29.25	128.009643554688	0.055
29.5	129.110412597656	0.075
29.75	127.988586425781	0.065
30	130.782165527344	0.12
