# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	136.5673828125	0.205
0.25	131.5234375	0.12
0.5	131.589965820312	0.11
0.75	130.436401367188	0.115
1	128.141784667969	0.055
1.25	130.714111328125	0.095
1.5	131.197509765625	0.095
1.75	129.277038574219	0.065
2	127.169494628906	0.055
2.25	130.744323730469	0.1
2.5	129.934692382812	0.085
2.75	136.087951660156	0.15
3	136.912231445312	0.18
3.25	136.094970703125	0.19
3.5	141.246948242188	0.28
3.75	142.754516601562	0.275
4	144.859313964844	0.315
4.25	146.685180664062	0.335
4.5	148.437805175781	0.355
4.75	148.814697265625	0.38
5	153.206787109375	0.445
5.25	152.370910644531	0.39
5.5	155.346374511719	0.47
5.75	155.846557617188	0.505
6	143.705139160156	0.325
6.25	152.868347167969	0.45
6.5	148.903198242188	0.44
6.75	147.454528808594	0.355
7	147.203369140625	0.38
7.25	142.1337890625	0.285
7.5	146.082458496094	0.335
7.75	141.295166015625	0.25
8	138.994140625	0.195
8.25	134.487609863281	0.15
8.5	133.558959960938	0.165
8.75	131.910400390625	0.14
9	131.893615722656	0.135
9.25	130.935363769531	0.1
9.5	129.712524414062	0.105
9.75	128.360595703125	0.075
10	131.314086914062	0.125
10.25	129.682312011719	0.105
10.5	131.846313476562	0.135
10.75	134.559631347656	0.195
11	137.191162109375	0.19
11.25	136.877136230469	0.18
11.5	133.992919921875	0.17
11.75	136.224975585938	0.21
12	140.111083984375	0.245
12.25	140.621337890625	0.255
12.5	140.838012695312	0.275
12.75	140.50537109375	0.28
13	139.382629394531	0.28
13.25	139.874572753906	0.275
13.5	136.846008300781	0.23
13.75	137.321472167969	0.225
14	135.145568847656	0.21
14.25	131.033020019531	0.145
14.5	129.486999511719	0.11
14.75	134.399719238281	0.155
15	132.602844238281	0.12
15.25	126.781005859375	0.075
15.5	128.927001953125	0.055
15.75	130.051574707031	0.095
16	127.527465820312	0.065
16.25	130.264892578125	0.08
16.5	132.760925292969	0.135
16.75	130.378112792969	0.11
17	134.647216796875	0.16
17.25	137.953491210938	0.19
17.5	141.595764160156	0.265
17.75	143.593444824219	0.285
18	145.954895019531	0.33
18.25	142.090148925781	0.29
18.5	148.388977050781	0.395
18.75	148.678588867188	0.385
19	149.405517578125	0.385
19.25	151.534118652344	0.42
19.5	155.255432128906	0.465
19.75	151.073913574219	0.405
20	155.443725585938	0.485
20.25	148.036193847656	0.375
20.5	154.155883789062	0.44
20.75	151.824340820312	0.405
21	147.25830078125	0.34
21.25	145.511169433594	0.315
21.5	144.26513671875	0.3
21.75	142.623901367188	0.245
22	139.348449707031	0.22
22.25	141.513977050781	0.24
22.5	138.395080566406	0.19
22.75	132.231750488281	0.11
23	131.611938476562	0.09
23.25	131.240844726562	0.085
23.5	130.61767578125	0.06
23.75	129.242248535156	0.075
24	132.2021484375	0.095
24.25	131.224365234375	0.1
24.5	132.178649902344	0.105
24.75	136.033325195312	0.15
25	133.388366699219	0.13
25.25	134.477844238281	0.16
25.5	135.482177734375	0.155
25.75	138.2275390625	0.2
26	136.897888183594	0.195
26.25	139.841003417969	0.24
26.5	137.007751464844	0.215
26.75	139.028015136719	0.235
27	138.952941894531	0.27
27.25	137.929992675781	0.21
27.5	137.992553710938	0.21
27.75	136.858520507812	0.22
28	136.30126953125	0.215
28.25	137.558898925781	0.225
28.5	133.987121582031	0.195
28.75	131.690063476562	0.15
29	128.329162597656	0.095
29.25	128.792419433594	0.1
29.5	131.664428710938	0.115
29.75	130.985107421875	0.11
30	132.815246582031	0.105
