# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.673333333333333
0.6	0.678333333333333
1.2	0.69
1.8	0.738333333333333
2.4	0.738333333333333
3	0.741666666666667
3.6	0.668333333333333
4.2	0.631666666666667
4.8	0.585
5.4	0.538333333333333
6	0.521666666666667
6.6	0.47
7.2	0.343333333333333
7.8	0.363333333333333
8.4	0.261666666666667
9	0.24
9.6	0.191666666666667
10.2	0.185
10.8	0.158333333333333
11.4	0.125
12	0.108333333333333
12.6	0.0933333333333333
13.2	0.1
13.8	0.0716666666666667
14.4	0.0933333333333333
15	0.0916666666666667
15.6	0.0916666666666667
16.2	0.0883333333333333
16.8	0.0733333333333333
17.4	0.0833333333333333
18	0.1
18.6	0.0933333333333333
19.2	0.0883333333333333
19.8	0.0666666666666667
20.4	0.0983333333333333
21	0.128333333333333
21.6	0.153333333333333
22.2	0.191666666666667
22.8	0.178333333333333
23.4	0.215
24	0.276666666666667
24.6	0.311666666666667
25.2	0.388333333333333
25.8	0.448333333333333
26.4	0.48
27	0.573333333333333
27.6	0.606666666666667
28.2	0.616666666666667
28.8	0.663333333333333
29.4	0.735
30	0.748333333333333
30.6	0.746666666666667
31.2	0.775
31.8	0.75
32.4	0.75
33	0.725
33.6	0.656666666666667
34.2	0.621666666666667
34.8	0.603333333333333
35.4	0.521666666666667
36	0.46
36.6	0.391666666666667
37.2	0.39
37.8	0.326666666666667
38.4	0.238333333333333
39	0.248333333333333
39.6	0.163333333333333
40.2	0.163333333333333
40.8	0.113333333333333
41.4	0.0983333333333333
42	0.103333333333333
42.6	0.08
43.2	0.0833333333333333
43.8	0.085
44.4	0.09
45	0.0833333333333333
45.6	0.0516666666666667
46.2	0.09
46.8	0.121666666666667
47.4	0.0566666666666667
48	0.08
48.6	0.0866666666666667
49.2	0.0633333333333333
49.8	0.115
50.4	0.1
51	0.13
51.6	0.151666666666667
52.2	0.181666666666667
52.8	0.161666666666667
53.4	0.236666666666667
54	0.303333333333333
54.6	0.345
55.2	0.386666666666667
55.8	0.498333333333333
56.4	0.495
57	0.556666666666667
57.6	0.593333333333333
58.2	0.668333333333333
58.8	0.695
59.4	0.716666666666667
60	0.726666666666667
