# t_cz_set	avg_S_North	su_S_North
# "t_cz"	"avg_S_North"	"su_S_North"
# 101
0	158.668823242188	0.6
40.5	145.588989257812	0.403333333333333
81	137.804972330729	0.28
121.5	130.712076822917	0.196666666666667
162	127.683512369792	0.136666666666667
202.5	136.722208658854	0.28
243	142.232259114583	0.336666666666667
283.5	157.283121744792	0.55
324	162.703450520833	0.653333333333333
364.5	170.834350585938	0.786666666666667
405	173.673502604167	0.846666666666667
445.5	174.120890299479	0.87
486	175.145467122396	0.873333333333333
526.5	171.848958333333	0.823333333333333
567	160.500895182292	0.666666666666667
607.5	154.85595703125	0.556666666666667
648	146.665242513021	0.443333333333333
688.5	139.584350585938	0.34
729	133.625081380208	0.253333333333333
769.5	129.548136393229	0.186666666666667
810	129.6728515625	0.193333333333333
850.5	140.183308919271	0.366666666666667
891	143.337198893229	0.403333333333333
931.5	153.257446289062	0.57
972	158.284708658854	0.633333333333333
1012.5	165.037027994792	0.75
1053	170.62744140625	0.833333333333333
1093.5	175.67626953125	0.893333333333333
1134	171.018473307292	0.84
1174.5	166.428019205729	0.753333333333333
1215	155.864054361979	0.603333333333333
1255.5	150.93505859375	0.513333333333333
1296	143.350830078125	0.413333333333333
1336.5	133.343505859375	0.25
1377	128.444417317708	0.176666666666667
1417.5	133.471272786458	0.24
1458	132.246297200521	0.216666666666667
1498.5	137.811279296875	0.306666666666667
1539	133.529866536458	0.243333333333333
1579.5	142.444661458333	0.383333333333333
1620	160.924682617188	0.673333333333333
1660.5	176.744181315104	0.866666666666667
1701	171.651204427083	0.806666666666667
1741.5	170.797526041667	0.836666666666667
1782	168.050537109375	0.766666666666667
1822.5	152.401529947917	0.51
1863	156.785074869792	0.59
1903.5	153.495686848958	0.533333333333333
1944	142.669677734375	0.36
1984.5	135.722452799479	0.286666666666667
2025	136.200358072917	0.273333333333333
2065.5	132.265625	0.203333333333333
2106	135.163167317708	0.246666666666667
2146.5	144.525756835938	0.393333333333333
2187	155.014038085938	0.56
2227.5	149.411214192708	0.463333333333333
2268	161.685994466146	0.653333333333333
2308.5	173.130696614583	0.846666666666667
2349	170.913289388021	0.82
2389.5	173.218383789062	0.87
2430	171.617024739583	0.84
2470.5	166.210734049479	0.763333333333333
2511	155.148722330729	0.576666666666667
2551.5	140.740763346354	0.373333333333333
2592	137.267252604167	0.3
2632.5	136.082560221354	0.283333333333333
2673	137.644449869792	0.306666666666667
2713.5	142.426961263021	0.383333333333333
2754	136.628621419271	0.293333333333333
2794.5	143.756917317708	0.396666666666667
2835	150.858968098958	0.51
2875.5	165.030924479167	0.75
2916	160.060831705729	0.653333333333333
2956.5	163.392740885417	0.693333333333333
2997	167.784220377604	0.79
3037.5	173.006591796875	0.843333333333333
3078	172.854817708333	0.843333333333333
3118.5	161.81640625	0.653333333333333
3159	158.043619791667	0.59
3199.5	144.06005859375	0.39
3240	145.311889648438	0.416666666666667
3280.5	135.295003255208	0.276666666666667
3321	135.838012695312	0.28
3361.5	136.790161132812	0.296666666666667
3402	137.520141601562	0.306666666666667
3442.5	143.408610026042	0.403333333333333
3483	145.757446289062	0.456666666666667
3523.5	156.219075520833	0.596666666666667
3564	165.919799804688	0.76
3604.5	168.069458007812	0.79
3645	165.015055338542	0.75
3685.5	166.084798177083	0.766666666666667
3726	149.155883789062	0.496666666666667
3766.5	144.402262369792	0.426666666666667
3807	147.069498697917	0.47
3847.5	143.884073893229	0.423333333333333
3888	139.342447916667	0.33
3928.5	144.413655598958	0.42
3969	134.550374348958	0.256666666666667
4009.5	137.438354492188	0.313333333333333
4050	143.785603841146	0.393333333333333
