# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.906666666666667
90	0.883333333333333
180	0.903333333333333
270	0.92
360	0.896666666666667
450	0.926666666666667
540	0.933333333333333
630	0.94
720	0.913333333333333
810	0.913333333333333
900	0.913333333333333
990	0.916666666666667
1080	0.876666666666667
1170	0.876666666666667
1260	0.91
1350	0.913333333333333
1440	0.906666666666667
1530	0.9
1620	0.886666666666667
1710	0.903333333333333
1800	0.9
1890	0.896666666666667
1980	0.88
2070	0.843333333333333
2160	0.906666666666667
2250	0.9
2340	0.883333333333333
2430	0.866666666666667
2520	0.853333333333333
2610	0.81
2700	0.833333333333333
2790	0.833333333333333
2880	0.82
2970	0.823333333333333
3060	0.796666666666667
3150	0.763333333333333
3240	0.806666666666667
3330	0.77
3420	0.756666666666667
3510	0.71
3600	0.753333333333333
3690	0.75
3780	0.78
3870	0.75
3960	0.733333333333333
4050	0.726666666666667
4140	0.72
4230	0.7
4320	0.676666666666667
4410	0.606666666666667
4500	0.676666666666667
4590	0.656666666666667
4680	0.686666666666667
4770	0.7
4860	0.713333333333333
4950	0.663333333333333
5040	0.646666666666667
5130	0.716666666666667
5220	0.6
5310	0.596666666666667
5400	0.63
5490	0.58
5580	0.563333333333333
5670	0.55
5760	0.516666666666667
5850	0.54
5940	0.506666666666667
6030	0.523333333333333
6120	0.443333333333333
6210	0.556666666666667
6300	0.486666666666667
6390	0.54
6480	0.53
6570	0.473333333333333
6660	0.5
6750	0.54
6840	0.523333333333333
6930	0.506666666666667
7020	0.453333333333333
7110	0.486666666666667
7200	0.52
7290	0.526666666666667
7380	0.513333333333333
7470	0.5
7560	0.533333333333333
7650	0.506666666666667
7740	0.51
7830	0.54
7920	0.55
8010	0.563333333333333
8100	0.52
8190	0.51
8280	0.593333333333333
8370	0.52
8460	0.513333333333333
8550	0.49
8640	0.516666666666667
8730	0.503333333333333
8820	0.533333333333333
8910	0.55
9000	0.546666666666667
