# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	180.499877929688	0.905
0.25	177.599182128906	0.855
0.5	180.300903320312	0.92
0.75	179.940490722656	0.905
1	174.140319824219	0.845
1.25	173.87939453125	0.805
1.5	171.945495605469	0.765
1.75	168.186950683594	0.715
2	161.761474609375	0.62
2.25	158.649597167969	0.575
2.5	155.545043945312	0.515
2.75	151.522827148438	0.455
3	147.884216308594	0.425
3.25	143.221130371094	0.345
3.5	136.767578125	0.24
3.75	137.5	0.235
4	139.972229003906	0.285
4.25	132.340393066406	0.175
4.5	130.418701171875	0.165
4.75	129.427490234375	0.13
5	129.862670898438	0.13
5.25	125.08056640625	0.08
5.5	129.312438964844	0.115
5.75	129.960327148438	0.125
6	126.803894042969	0.095
6.25	130.118103027344	0.1
6.5	129.443054199219	0.09
6.75	125.807189941406	0.06
7	128.403625488281	0.095
7.25	128.311157226562	0.06
7.5	127.783203125	0.075
7.75	128.680725097656	0.085
8	124.521179199219	0.045
8.25	127.899780273438	0.08
8.5	127.919006347656	0.105
8.75	128.226013183594	0.085
9	126.916809082031	0.08
9.25	133.484802246094	0.17
9.5	134.791870117188	0.19
9.75	130.826721191406	0.165
10	133.49853515625	0.185
10.25	139.572143554688	0.27
10.5	142.260437011719	0.355
10.75	143.345336914062	0.35
11	148.408203125	0.415
11.25	152.122192382812	0.475
11.5	152.803344726562	0.495
11.75	153.114929199219	0.5
12	155.405578613281	0.545
12.25	165.272521972656	0.72
12.5	161.714782714844	0.65
12.75	169.058227539062	0.755
13	171.89697265625	0.785
13.25	172.706909179688	0.82
13.5	174.086303710938	0.835
13.75	173.559265136719	0.855
14	174.127807617188	0.86
14.25	176.367492675781	0.87
14.5	177.283935546875	0.86
14.75	174.161071777344	0.85
15	173.612060546875	0.825
15.25	174.167175292969	0.835
15.5	171.597595214844	0.78
15.75	165.76416015625	0.705
16	166.058959960938	0.69
16.25	163.5986328125	0.655
16.5	160.089416503906	0.6
16.75	147.262573242188	0.415
17	147.042541503906	0.425
17.25	142.82470703125	0.33
17.5	136.180114746094	0.225
17.75	138.6669921875	0.28
18	133.838195800781	0.2
18.25	133.025207519531	0.17
18.5	131.343383789062	0.14
18.75	129.302978515625	0.125
19	130.20751953125	0.12
19.25	127.568359375	0.1
19.5	127.477722167969	0.085
19.75	129.105529785156	0.105
20	124.638061523438	0.05
20.25	126.392211914062	0.045
20.5	126.387634277344	0.08
20.75	127.861633300781	0.1
21	124.190063476562	0.045
21.25	127.123718261719	0.085
21.5	128.418579101562	0.105
21.75	127.104187011719	0.09
22	126.798706054688	0.085
22.25	129.853210449219	0.115
22.5	124.756469726562	0.065
22.75	129.916687011719	0.125
23	127.576599121094	0.09
23.25	129.419250488281	0.115
23.5	130.363464355469	0.13
23.75	131.549987792969	0.16
24	135.624084472656	0.22
24.25	137.672119140625	0.245
24.5	138.842163085938	0.285
24.75	140.455017089844	0.315
25	144.994201660156	0.38
25.25	145.400085449219	0.395
25.5	154.4580078125	0.515
25.75	151.370239257812	0.48
26	157.817687988281	0.56
26.25	160.171203613281	0.605
26.5	167.616577148438	0.715
26.75	169.700317382812	0.775
27	170.281066894531	0.795
27.25	173.719787597656	0.82
27.5	174.690246582031	0.85
27.75	175.117492675781	0.815
28	179.552001953125	0.905
28.25	176.773376464844	0.87
28.5	176.126403808594	0.83
28.75	177.397766113281	0.865
29	175.15380859375	0.85
29.25	170.7861328125	0.745
29.5	172.483520507812	0.815
29.75	170.5615234375	0.755
30	160.95947265625	0.615
