# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.936666666666667
360	0.926666666666667
720	0.903333333333333
1080	0.88
1440	0.903333333333333
1800	0.89
2160	0.94
2520	0.87
2880	0.86
3240	0.86
3600	0.85
3960	0.82
4320	0.783333333333333
4680	0.776666666666667
5040	0.816666666666667
5400	0.71
5760	0.65
6120	0.673333333333333
6480	0.566666666666667
6840	0.556666666666667
7200	0.55
7560	0.59
7920	0.583333333333333
8280	0.546666666666667
8640	0.593333333333333
9000	0.533333333333333
9360	0.55
9720	0.586666666666667
10080	0.57
10440	0.603333333333333
10800	0.596666666666667
11160	0.56
11520	0.573333333333333
11880	0.563333333333333
12240	0.586666666666667
12600	0.56
12960	0.53
13320	0.583333333333333
13680	0.536666666666667
14040	0.57
14400	0.573333333333333
14760	0.54
15120	0.576666666666667
15480	0.55
15840	0.533333333333333
16200	0.516666666666667
16560	0.52
16920	0.49
17280	0.52
17640	0.533333333333333
18000	0.473333333333333
18360	0.62
18720	0.473333333333333
19080	0.486666666666667
19440	0.493333333333333
19800	0.55
20160	0.55
20520	0.476666666666667
20880	0.513333333333333
21240	0.503333333333333
21600	0.556666666666667
21960	0.49
22320	0.51
22680	0.466666666666667
23040	0.566666666666667
23400	0.496666666666667
23760	0.516666666666667
24120	0.543333333333333
24480	0.513333333333333
24840	0.566666666666667
25200	0.556666666666667
25560	0.513333333333333
25920	0.55
26280	0.556666666666667
26640	0.483333333333333
27000	0.536666666666667
27360	0.503333333333333
27720	0.48
28080	0.52
28440	0.483333333333333
28800	0.51
29160	0.49
29520	0.496666666666667
29880	0.503333333333333
30240	0.54
30600	0.496666666666667
30960	0.513333333333333
31320	0.513333333333333
31680	0.51
32040	0.54
32400	0.523333333333333
32760	0.496666666666667
33120	0.47
33480	0.52
33840	0.516666666666667
34200	0.516666666666667
34560	0.48
34920	0.463333333333333
35280	0.51
35640	0.533333333333333
36000	0.55
