# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.936666666666667
1440	0.953333333333333
2880	0.9
4320	0.923333333333333
5760	0.84
7200	0.803333333333333
8640	0.77
10080	0.793333333333333
11520	0.743333333333333
12960	0.723333333333333
14400	0.753333333333333
15840	0.726666666666667
17280	0.676666666666667
18720	0.66
20160	0.68
21600	0.63
23040	0.613333333333333
24480	0.643333333333333
25920	0.66
27360	0.566666666666667
28800	0.536666666666667
30240	0.576666666666667
31680	0.636666666666667
33120	0.596666666666667
34560	0.52
36000	0.49
37440	0.546666666666667
38880	0.516666666666667
40320	0.556666666666667
41760	0.53
43200	0.53
44640	0.543333333333333
46080	0.483333333333333
47520	0.553333333333333
48960	0.526666666666667
50400	0.52
51840	0.526666666666667
53280	0.51
54720	0.53
56160	0.533333333333333
57600	0.516666666666667
59040	0.483333333333333
60480	0.453333333333333
61920	0.436666666666667
63360	0.51
64800	0.516666666666667
66240	0.523333333333333
67680	0.493333333333333
69120	0.516666666666667
70560	0.573333333333333
72000	0.566666666666667
73440	0.596666666666667
74880	0.516666666666667
76320	0.516666666666667
77760	0.526666666666667
79200	0.503333333333333
80640	0.513333333333333
82080	0.553333333333333
83520	0.563333333333333
84960	0.53
86400	0.553333333333333
87840	0.536666666666667
89280	0.486666666666667
90720	0.52
92160	0.543333333333333
93600	0.533333333333333
95040	0.516666666666667
96480	0.543333333333333
97920	0.543333333333333
99360	0.523333333333333
100800	0.51
102240	0.516666666666667
103680	0.516666666666667
105120	0.453333333333333
106560	0.536666666666667
108000	0.523333333333333
109440	0.513333333333333
110880	0.493333333333333
112320	0.54
113760	0.493333333333333
115200	0.536666666666667
116640	0.51
118080	0.546666666666667
119520	0.51
120960	0.523333333333333
122400	0.526666666666667
123840	0.523333333333333
125280	0.476666666666667
126720	0.526666666666667
128160	0.536666666666667
129600	0.55
131040	0.586666666666667
132480	0.56
133920	0.513333333333333
135360	0.543333333333333
136800	0.513333333333333
138240	0.48
139680	0.526666666666667
141120	0.526666666666667
142560	0.503333333333333
144000	0.52
