# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	143.302917480469	0.275
0.25	140.286560058594	0.25
0.5	143.648681640625	0.275
0.75	140.718994140625	0.225
1	134.454650878906	0.145
1.25	136.782531738281	0.16
1.5	131.873168945312	0.11
1.75	134.169921875	0.13
2	137.824096679688	0.16
2.25	135.167236328125	0.13
2.5	133.659362792969	0.1
2.75	129.657287597656	0.065
3	129.28466796875	0.06
3.25	129.363708496094	0.06
3.5	130.473937988281	0.125
3.75	133.709106445312	0.16
4	137.681884765625	0.18
4.25	140.098876953125	0.25
4.5	139.517517089844	0.245
4.75	145.245361328125	0.33
5	150.028381347656	0.37
5.25	150.7373046875	0.43
5.5	155.996398925781	0.54
5.75	159.961242675781	0.61
6	167.455139160156	0.7
6.25	164.979858398438	0.65
6.5	172.086486816406	0.795
6.75	165.892333984375	0.705
7	172.958068847656	0.805
7.25	175.1220703125	0.85
7.5	176.240844726562	0.87
7.75	171.617431640625	0.785
8	171.638488769531	0.785
8.25	171.283874511719	0.79
8.5	166.600952148438	0.7
8.75	162.783203125	0.63
9	166.809997558594	0.675
9.25	160.803833007812	0.61
9.5	154.812316894531	0.52
9.75	155.072631835938	0.495
10	146.260681152344	0.385
10.25	146.060180664062	0.375
10.5	140.758361816406	0.305
10.75	133.14208984375	0.175
11	135.228881835938	0.215
11.25	131.103515625	0.135
11.5	127.78076171875	0.09
11.75	128.757019042969	0.1
12	127.640075683594	0.09
12.25	129.064331054688	0.09
12.5	127.616882324219	0.07
12.75	129.140930175781	0.105
13	131.200256347656	0.15
13.25	132.988891601562	0.135
13.5	132.569885253906	0.155
13.75	135.724792480469	0.175
14	135.762939453125	0.19
14.25	137.769165039062	0.225
14.5	133.9111328125	0.165
14.75	133.858642578125	0.17
15	133.629150390625	0.165
15.25	134.100341796875	0.18
15.5	133.187866210938	0.14
15.75	128.149108886719	0.105
16	131.070556640625	0.12
16.25	128.147277832031	0.07
16.5	126.601867675781	0.07
16.75	125.480346679688	0.04
17	130.010070800781	0.075
17.25	131.1474609375	0.085
17.5	128.905944824219	0.075
17.75	128.90625	0.1
18	133.312377929688	0.16
18.25	136.069641113281	0.205
18.5	137.202453613281	0.24
18.75	143.877258300781	0.315
19	143.965454101562	0.315
19.25	148.715515136719	0.39
19.5	156.549377441406	0.515
19.75	156.321411132812	0.53
20	164.146423339844	0.62
20.25	166.035766601562	0.7
20.5	170.101013183594	0.76
20.75	174.488830566406	0.815
21	170.6201171875	0.765
21.25	173.577270507812	0.79
21.5	177.134094238281	0.84
21.75	175.608520507812	0.825
22	171.162719726562	0.75
22.25	172.734069824219	0.77
22.5	169.830932617188	0.74
22.75	169.366760253906	0.725
23	165.325622558594	0.67
23.25	159.470520019531	0.575
23.5	156.600646972656	0.525
23.75	148.949279785156	0.445
24	146.66259765625	0.4
24.25	144.342041015625	0.325
24.5	140.830078125	0.26
24.75	137.081298828125	0.215
25	130.766906738281	0.12
25.25	136.472473144531	0.165
25.5	133.610229492188	0.14
25.75	130.283508300781	0.095
26	128.353271484375	0.09
26.25	131.170959472656	0.1
26.5	131.81640625	0.135
26.75	130.348510742188	0.115
27	128.194274902344	0.07
27.25	129.314270019531	0.105
27.5	135.209655761719	0.165
27.75	137.023620605469	0.205
28	135.630493164062	0.17
28.25	140.756225585938	0.235
28.5	134.214477539062	0.15
28.75	135.184936523438	0.17
29	134.985656738281	0.2
29.25	135.732116699219	0.21
29.5	136.199035644531	0.18
29.75	133.167724609375	0.145
30	133.429870605469	0.135
