# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.263333333333333
0.6	0.376666666666667
1.2	0.476666666666667
1.8	0.566666666666667
2.4	0.66
3	0.686666666666667
3.6	0.76
4.2	0.816666666666667
4.8	0.813333333333333
5.4	0.818333333333333
6	0.77
6.6	0.733333333333333
7.2	0.635
7.8	0.555
8.4	0.453333333333333
9	0.405
9.6	0.32
10.2	0.19
10.8	0.14
11.4	0.0916666666666667
12	0.08
12.6	0.115
13.2	0.146666666666667
13.8	0.198333333333333
14.4	0.318333333333333
15	0.385
15.6	0.476666666666667
16.2	0.575
16.8	0.685
17.4	0.788333333333333
18	0.82
18.6	0.858333333333333
19.2	0.925
19.8	0.913333333333333
20.4	0.903333333333333
21	0.86
21.6	0.811666666666667
22.2	0.718333333333333
22.8	0.553333333333333
23.4	0.518333333333333
24	0.41
24.6	0.276666666666667
25.2	0.21
25.8	0.131666666666667
26.4	0.0866666666666667
27	0.0866666666666667
27.6	0.075
28.2	0.105
28.8	0.205
29.4	0.253333333333333
30	0.298333333333333
30.6	0.478333333333333
31.2	0.571666666666667
31.8	0.631666666666667
32.4	0.718333333333333
33	0.791666666666667
33.6	0.79
34.2	0.81
34.8	0.8
35.4	0.783333333333333
36	0.715
36.6	0.665
37.2	0.603333333333333
37.8	0.5
38.4	0.458333333333333
39	0.288333333333333
39.6	0.201666666666667
40.2	0.165
40.8	0.121666666666667
41.4	0.0833333333333333
42	0.0983333333333333
42.6	0.12
43.2	0.161666666666667
43.8	0.291666666666667
44.4	0.336666666666667
45	0.431666666666667
45.6	0.55
46.2	0.68
46.8	0.72
47.4	0.83
48	0.873333333333333
48.6	0.921666666666667
49.2	0.923333333333333
49.8	0.908333333333333
50.4	0.88
51	0.803333333333333
51.6	0.728333333333333
52.2	0.65
52.8	0.588333333333333
53.4	0.425
54	0.281666666666667
54.6	0.261666666666667
55.2	0.14
55.8	0.0916666666666667
56.4	0.09
57	0.0666666666666667
57.6	0.12
58.2	0.161666666666667
58.8	0.271666666666667
59.4	0.276666666666667
60	0.385
