# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.719
30	0.762
60	0.717
90	0.666
120	0.64
150	0.623
180	0.613
210	0.579
240	0.581
270	0.608
300	0.659
330	0.68
360	0.716
390	0.746
420	0.733
450	0.745
480	0.699
510	0.668
540	0.665
570	0.606
600	0.61
