# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.95
560	0.946666666666667
1120	0.956666666666667
1680	0.946666666666667
2240	0.926666666666667
2800	0.95
3360	0.96
3920	0.95
4480	0.926666666666667
5040	0.926666666666667
5600	0.896666666666667
6160	0.933333333333333
6720	0.933333333333333
7280	0.933333333333333
7840	0.903333333333333
8400	0.91
8960	0.906666666666667
9520	0.876666666666667
10080	0.923333333333333
10640	0.876666666666667
11200	0.863333333333333
11760	0.86
12320	0.88
12880	0.82
13440	0.836666666666667
14000	0.873333333333333
14560	0.85
15120	0.826666666666667
15680	0.813333333333333
16240	0.806666666666667
16800	0.843333333333333
17360	0.786666666666667
17920	0.806666666666667
18480	0.786666666666667
19040	0.81
19600	0.783333333333333
20160	0.803333333333333
20720	0.803333333333333
21280	0.836666666666667
21840	0.783333333333333
22400	0.796666666666667
22960	0.816666666666667
23520	0.756666666666667
24080	0.803333333333333
24640	0.816666666666667
25200	0.796666666666667
25760	0.803333333333333
26320	0.746666666666667
26880	0.773333333333333
27440	0.7
28000	0.73
