# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.791
30	0.779
60	0.739
90	0.69
120	0.663
150	0.624
180	0.58
210	0.518
240	0.619
270	0.673
300	0.638
330	0.733
360	0.759
390	0.706
420	0.743
450	0.706
480	0.677
510	0.631
540	0.661
570	0.647
600	0.599
