# waittime_end_set	su_S_North
# "waittime_end"	"su_S_North"
# 21
0	0.681
30	0.656
60	0.687
90	0.675
120	0.661
150	0.66
180	0.675
210	0.658
240	0.671
270	0.653
300	0.668
330	0.691
360	0.677
390	0.685
420	0.684
450	0.655
480	0.675
510	0.652
540	0.677
570	0.688
600	0.666
