# t_cz_set	su_S_North
# "t_cz"	"su_S_North"
# 54
0	0.56
36.7	0.78
73.4	0.84
110.1	0.853333333333333
146.8	0.856666666666667
183.5	0.793333333333333
220.2	0.71
256.9	0.536666666666667
293.6	0.42
330.3	0.316666666666667
367	0.256666666666667
403.7	0.133333333333333
440.4	0.213333333333333
477.1	0.353333333333333
513.8	0.416666666666667
550.5	0.58
587.2	0.656666666666667
623.9	0.76
660.6	0.82
697.3	0.843333333333333
734	0.816666666666667
770.7	0.773333333333333
807.4	0.61
844.1	0.483333333333333
880.8	0.51
917.5	0.383333333333333
954.2	0.31
990.9	0.223333333333333
1027.6	0.266666666666667
1064.3	0.296666666666667
1101	0.276666666666667
1137.7	0.486666666666667
1174.4	0.596666666666667
1211.1	0.67
1247.8	0.766666666666667
1284.5	0.696666666666667
1321.2	0.81
1357.9	0.723333333333333
1394.6	0.7
1431.3	0.61
1468	0.386666666666667
1504.7	0.453333333333333
1541.4	0.416666666666667
1578.1	0.426666666666667
1614.8	0.323333333333333
1651.5	0.286666666666667
1688.2	0.293333333333333
1724.9	0.383333333333333
1761.6	0.43
1798.3	0.55
1835	0.616666666666667
1871.7	0.73
1908.4	0.71
1945.1	0.763333333333333
