# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.946666666666667
2880	0.95
5760	0.906666666666667
8640	0.88
11520	0.823333333333333
14400	0.746666666666667
17280	0.76
20160	0.673333333333333
23040	0.723333333333333
25920	0.72
28800	0.673333333333333
31680	0.596666666666667
34560	0.6
37440	0.636666666666667
40320	0.57
43200	0.55
46080	0.566666666666667
48960	0.526666666666667
51840	0.536666666666667
54720	0.51
57600	0.54
60480	0.496666666666667
63360	0.526666666666667
66240	0.52
69120	0.5
72000	0.57
74880	0.54
77760	0.526666666666667
80640	0.533333333333333
83520	0.523333333333333
86400	0.566666666666667
89280	0.57
92160	0.54
95040	0.513333333333333
97920	0.483333333333333
100800	0.496666666666667
103680	0.513333333333333
106560	0.546666666666667
109440	0.516666666666667
112320	0.516666666666667
115200	0.5
118080	0.503333333333333
120960	0.53
123840	0.593333333333333
126720	0.493333333333333
129600	0.556666666666667
132480	0.513333333333333
135360	0.516666666666667
138240	0.53
141120	0.536666666666667
144000	0.506666666666667
146880	0.613333333333333
149760	0.506666666666667
152640	0.54
155520	0.583333333333333
158400	0.506666666666667
161280	0.563333333333333
164160	0.49
167040	0.513333333333333
169920	0.516666666666667
172800	0.49
175680	0.5
178560	0.536666666666667
181440	0.49
184320	0.503333333333333
187200	0.526666666666667
190080	0.513333333333333
192960	0.55
195840	0.563333333333333
198720	0.53
201600	0.543333333333333
204480	0.566666666666667
207360	0.5
210240	0.56
213120	0.496666666666667
216000	0.516666666666667
218880	0.496666666666667
221760	0.54
224640	0.533333333333333
227520	0.563333333333333
230400	0.523333333333333
233280	0.486666666666667
236160	0.503333333333333
239040	0.516666666666667
241920	0.506666666666667
244800	0.573333333333333
247680	0.51
250560	0.533333333333333
253440	0.553333333333333
256320	0.486666666666667
259200	0.493333333333333
262080	0.53
264960	0.513333333333333
267840	0.51
270720	0.48
273600	0.51
276480	0.556666666666667
279360	0.49
282240	0.543333333333333
285120	0.523333333333333
288000	0.56
