# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	135.896606445312	0.155
0.25	137.106323242188	0.175
0.5	139.844360351562	0.21
0.75	142.081909179688	0.25
1	134.920654296875	0.145
1.25	137.2509765625	0.17
1.5	129.407958984375	0.055
1.75	130.386352539062	0.08
2	130.830993652344	0.09
2.25	131.155395507812	0.085
2.5	130.599670410156	0.08
2.75	131.583557128906	0.12
3	128.914184570312	0.095
3.25	133.091125488281	0.135
3.5	131.677856445312	0.105
3.75	134.4775390625	0.15
4	136.045532226562	0.165
4.25	142.131958007812	0.285
4.5	147.083129882812	0.365
4.75	146.463012695312	0.365
5	153.211669921875	0.48
5.25	155.654602050781	0.465
5.5	155.785827636719	0.515
5.75	161.8896484375	0.575
6	165.730285644531	0.665
6.25	168.305969238281	0.71
6.5	174.982299804688	0.8
6.75	171.793212890625	0.76
7	174.977722167969	0.81
7.25	176.525268554688	0.815
7.5	174.998168945312	0.815
7.75	170.063781738281	0.745
8	171.685791015625	0.75
8.25	167.424621582031	0.67
8.5	162.019653320312	0.61
8.75	161.983337402344	0.6
9	156.635437011719	0.5
9.25	151.600341796875	0.465
9.5	151.478576660156	0.415
9.75	144.381103515625	0.31
10	150.802001953125	0.37
10.25	139.389343261719	0.2
10.5	133.892822265625	0.145
10.75	135.363464355469	0.175
11	130.048522949219	0.095
11.25	132.990417480469	0.13
11.5	128.396606445312	0.075
11.75	134.264831542969	0.105
12	128.727416992188	0.05
12.25	130.207824707031	0.085
12.5	134.813842773438	0.15
12.75	135.664978027344	0.155
13	134.893188476562	0.155
13.25	134.422302246094	0.16
13.5	138.122253417969	0.205
13.75	135.452575683594	0.145
14	139.969787597656	0.195
14.25	140.248107910156	0.205
14.5	139.128112792969	0.235
14.75	136.478881835938	0.18
15	136.390075683594	0.175
15.25	137.419128417969	0.15
15.5	137.378540039062	0.155
15.75	138.88427734375	0.15
16	131.69677734375	0.07
16.25	132.680053710938	0.09
16.5	133.038635253906	0.1
16.75	129.437866210938	0.08
17	130.454406738281	0.075
17.25	132.828063964844	0.1
17.5	132.456970214844	0.095
17.75	135.477294921875	0.17
18	133.468322753906	0.155
18.25	140.893249511719	0.25
18.5	142.400512695312	0.275
18.75	145.728454589844	0.325
19	153.447875976562	0.445
19.25	149.949035644531	0.405
19.5	159.34326171875	0.56
19.75	165.448913574219	0.64
20	165.37841796875	0.645
20.25	164.419250488281	0.64
20.5	174.110717773438	0.785
20.75	174.752502441406	0.795
21	175.680541992188	0.805
21.25	175.450439453125	0.79
21.5	179.810180664062	0.855
21.75	173.078002929688	0.76
22	173.305969238281	0.745
22.25	170.82763671875	0.705
22.5	168.175659179688	0.655
22.75	165.480346679688	0.625
23	158.831787109375	0.545
23.25	159.234313964844	0.525
23.5	151.295776367188	0.415
23.75	153.61572265625	0.45
24	146.967163085938	0.33
24.25	141.590881347656	0.255
24.5	140.627136230469	0.215
24.75	137.399597167969	0.16
25	134.248046875	0.12
25.25	133.653869628906	0.11
25.5	133.3447265625	0.105
25.75	131.888732910156	0.055
26	129.789733886719	0.07
26.25	131.121826171875	0.075
26.5	131.34521484375	0.07
26.75	133.984375	0.095
27	134.242553710938	0.125
27.25	133.360290527344	0.125
27.5	136.126708984375	0.15
27.75	137.38525390625	0.17
28	137.774353027344	0.19
28.25	141.196899414062	0.225
28.5	139.74853515625	0.17
28.75	136.412048339844	0.2
29	134.815673828125	0.165
29.25	136.283264160156	0.18
29.5	136.098937988281	0.175
29.75	129.243469238281	0.07
30	134.513244628906	0.16
