# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.966666666666667
160	0.913333333333333
320	0.94
480	0.946666666666667
640	0.953333333333333
800	0.946666666666667
960	0.926666666666667
1120	0.94
1280	0.953333333333333
1440	0.94
1600	0.923333333333333
1760	0.93
1920	0.94
2080	0.936666666666667
2240	0.916666666666667
2400	0.943333333333333
2560	0.923333333333333
2720	0.926666666666667
2880	0.893333333333333
3040	0.933333333333333
3200	0.91
3360	0.893333333333333
3520	0.873333333333333
3680	0.88
3840	0.856666666666667
4000	0.886666666666667
4160	0.873333333333333
4320	0.86
4480	0.81
4640	0.853333333333333
4800	0.733333333333333
4960	0.713333333333333
5120	0.723333333333333
5280	0.703333333333333
5440	0.546666666666667
5600	0.56
5760	0.643333333333333
5920	0.56
6080	0.546666666666667
6240	0.586666666666667
6400	0.54
6560	0.593333333333333
6720	0.573333333333333
6880	0.53
7040	0.58
7200	0.493333333333333
7360	0.553333333333333
7520	0.586666666666667
7680	0.55
7840	0.573333333333333
8000	0.543333333333333
