# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 31
0	0.885
169	0.855
338	0.75
507	0.585
676	0.44
845	0.315
1014	0.335
1183	0.365
1352	0.565
1521	0.705
1690	0.89
1859	0.91
2028	0.845
2197	0.555
2366	0.38
2535	0.425
2704	0.215
2873	0.34
3042	0.4
3211	0.53
3380	0.725
3549	0.835
3718	0.895
3887	0.865
4056	0.6
4225	0.425
4394	0.27
4563	0.245
4732	0.33
4901	0.475
5070	0.725
