# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	134.062194824219	0.175
0.25	132.144165039062	0.135
0.5	128.899536132812	0.085
0.75	127.614135742188	0.08
1	130.249328613281	0.115
1.25	134.541320800781	0.19
1.5	141.352844238281	0.28
1.75	145.470581054688	0.325
2	145.859375	0.35
2.25	152.783813476562	0.465
2.5	163.456115722656	0.63
2.75	164.483032226562	0.655
3	167.58544921875	0.71
3.25	173.438720703125	0.82
3.5	176.66015625	0.86
3.75	180.506896972656	0.905
4	184.894104003906	0.955
4.25	180.5419921875	0.89
4.5	182.573852539062	0.925
4.75	175.151672363281	0.805
5	173.145751953125	0.77
5.25	170.046997070312	0.735
5.5	164.295349121094	0.64
5.75	159.0380859375	0.54
6	152.6220703125	0.44
6.25	149.157409667969	0.385
6.5	136.21337890625	0.2
6.75	135.5029296875	0.17
7	131.978149414062	0.13
7.25	131.725463867188	0.125
7.5	128.721618652344	0.07
7.75	130.775451660156	0.11
8	132.776489257812	0.13
8.25	132.330322265625	0.13
8.5	139.318542480469	0.25
8.75	138.502807617188	0.225
9	148.148803710938	0.36
9.25	155.792846679688	0.505
9.5	156.342468261719	0.505
9.75	166.056213378906	0.645
10	169.889526367188	0.73
10.25	170.742492675781	0.74
10.5	174.691772460938	0.805
10.75	174.94384765625	0.825
11	177.276306152344	0.87
11.25	176.235656738281	0.87
11.5	173.700866699219	0.825
11.75	170.121154785156	0.77
12	163.97705078125	0.66
12.25	167.431030273438	0.7
12.5	160.995788574219	0.595
12.75	153.914489746094	0.485
13	149.818725585938	0.39
13.25	147.547302246094	0.34
13.5	140.348815917969	0.25
13.75	139.656066894531	0.205
14	134.378356933594	0.12
14.25	132.132568359375	0.105
14.5	130.357055664062	0.085
14.75	129.4091796875	0.075
15	132.308044433594	0.115
15.25	135.696716308594	0.145
15.5	141.641845703125	0.255
15.75	142.366943359375	0.27
16	152.049255371094	0.385
16.25	156.113891601562	0.49
16.5	160.863342285156	0.58
16.75	168.277587890625	0.69
17	173.12744140625	0.75
17.25	170.863037109375	0.715
17.5	179.007568359375	0.87
17.75	181.292114257812	0.9
18	180.999450683594	0.9
18.25	182.14111328125	0.93
18.5	180.869140625	0.89
18.75	177.459411621094	0.85
19	175.499572753906	0.825
19.25	172.474365234375	0.765
19.5	167.671508789062	0.695
19.75	164.423522949219	0.65
20	155.224609375	0.515
20.25	147.125854492188	0.395
20.5	144.538879394531	0.345
20.75	138.128662109375	0.26
21	130.555419921875	0.13
21.25	133.559265136719	0.135
21.5	129.641723632812	0.09
21.75	131.188049316406	0.13
22	128.501281738281	0.08
22.25	132.978210449219	0.135
22.5	136.268005371094	0.185
22.75	138.568420410156	0.23
23	141.588439941406	0.285
23.25	147.192077636719	0.36
23.5	151.331176757812	0.45
23.75	159.584350585938	0.575
24	163.184509277344	0.635
24.25	169.623107910156	0.73
24.5	174.410400390625	0.805
24.75	174.733276367188	0.81
25	175.606079101562	0.845
25.25	175.487365722656	0.835
25.5	178.999633789062	0.875
25.75	177.833862304688	0.835
26	169.727478027344	0.735
26.25	168.746948242188	0.715
26.5	161.475524902344	0.605
26.75	155.677490234375	0.495
27	152.7685546875	0.46
27.25	147.072143554688	0.35
27.5	140.020446777344	0.245
27.75	139.788208007812	0.255
28	132.191162109375	0.14
28.25	131.708374023438	0.11
28.5	130.176391601562	0.085
28.75	131.26708984375	0.115
29	130.70068359375	0.115
29.25	131.004943847656	0.105
29.5	136.735534667969	0.19
29.75	143.211669921875	0.3
30	147.114868164062	0.375
