# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	152.979431152344	0.45
0.25	152.8857421875	0.47
0.5	154.227905273438	0.49
0.75	164.056091308594	0.67
1	166.814575195312	0.7
1.25	170.098876953125	0.775
1.5	171.985168457031	0.79
1.75	172.060546875	0.79
2	173.243103027344	0.785
2.25	171.636352539062	0.77
2.5	167.568359375	0.695
2.75	168.008422851562	0.675
3	164.755859375	0.64
3.25	158.140563964844	0.525
3.5	153.976135253906	0.46
3.75	147.770385742188	0.37
4	142.923278808594	0.275
4.25	138.845825195312	0.24
4.5	135.9814453125	0.165
4.75	132.575378417969	0.13
5	131.472473144531	0.06
5.25	131.754150390625	0.115
5.5	132.731628417969	0.1
5.75	134.161376953125	0.14
6	134.542846679688	0.125
6.25	139.380798339844	0.235
6.5	139.660034179688	0.245
6.75	150.028076171875	0.41
7	150.6640625	0.44
7.25	156.024475097656	0.495
7.5	163.9208984375	0.61
7.75	163.91357421875	0.62
8	171.513977050781	0.745
8.25	166.670227050781	0.715
8.5	172.348022460938	0.785
8.75	173.072509765625	0.805
9	174.85107421875	0.79
9.25	170.851440429688	0.74
9.5	169.535827636719	0.725
9.75	166.095581054688	0.67
10	160.882568359375	0.6
10.25	165.77392578125	0.655
10.5	149.029541015625	0.41
10.75	142.066955566406	0.315
11	139.692077636719	0.255
11.25	133.169555664062	0.17
11.5	133.213500976562	0.15
11.75	132.435607910156	0.135
12	128.300476074219	0.08
12.25	127.301635742188	0.085
12.5	129.827880859375	0.09
12.75	127.596435546875	0.105
13	130.654907226562	0.14
13.25	138.705444335938	0.26
13.5	143.12255859375	0.295
13.75	146.55517578125	0.36
14	149.781799316406	0.42
14.25	154.248657226562	0.48
14.5	159.516296386719	0.575
14.75	168.258361816406	0.68
15	173.464965820312	0.755
15.25	170.796813964844	0.75
15.5	175.013122558594	0.795
15.75	177.410888671875	0.845
16	170.750122070312	0.77
16.25	173.688354492188	0.8
16.5	171.355285644531	0.745
16.75	167.84912109375	0.675
17	159.497985839844	0.545
17.25	158.050537109375	0.56
17.5	157.182922363281	0.535
17.75	148.631896972656	0.42
18	138.035888671875	0.25
18.25	139.464416503906	0.265
18.5	133.782958984375	0.18
18.75	131.723022460938	0.145
19	129.95361328125	0.115
19.25	127.814331054688	0.085
19.5	130.910339355469	0.11
19.75	130.491638183594	0.135
20	132.208862304688	0.145
20.25	133.917541503906	0.165
20.5	143.194580078125	0.315
20.75	143.900146484375	0.345
21	149.661254882812	0.41
21.25	154.609985351562	0.48
21.5	161.600952148438	0.605
21.75	161.637268066406	0.62
22	168.228149414062	0.7
22.25	171.760559082031	0.745
22.5	174.070434570312	0.785
22.75	170.547485351562	0.765
23	174.454956054688	0.8
23.25	176.962890625	0.835
23.5	168.107604980469	0.72
23.75	170.9375	0.745
24	163.246459960938	0.615
24.25	159.418334960938	0.54
24.5	155.159606933594	0.485
24.75	150.418090820312	0.405
25	147.930297851562	0.37
25.25	139.223937988281	0.27
25.5	139.036865234375	0.235
25.75	133.441772460938	0.145
26	130.773315429688	0.115
26.25	128.766784667969	0.095
26.5	131.3330078125	0.105
26.75	129.372253417969	0.09
27	133.78662109375	0.145
27.25	133.927307128906	0.165
27.5	139.042358398438	0.27
27.75	149.334106445312	0.43
28	147.144775390625	0.4
28.25	147.209777832031	0.39
28.5	162.3046875	0.62
28.75	166.268005371094	0.665
29	164.754943847656	0.665
29.25	168.0322265625	0.725
29.5	172.374572753906	0.775
29.75	173.768005371094	0.8
30	172.79052734375	0.785
