# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.4
0.6	0.355
1.2	0.371666666666667
1.8	0.411666666666667
2.4	0.365
3	0.283333333333333
3.6	0.258333333333333
4.2	0.238333333333333
4.8	0.183333333333333
5.4	0.153333333333333
6	0.135
6.6	0.0833333333333333
7.2	0.0966666666666667
7.8	0.115
8.4	0.133333333333333
9	0.151666666666667
9.6	0.283333333333333
10.2	0.3
10.8	0.403333333333333
11.4	0.495
12	0.608333333333333
12.6	0.67
13.2	0.726666666666667
13.8	0.75
14.4	0.801666666666667
15	0.795
15.6	0.795
16.2	0.811666666666667
16.8	0.716666666666667
17.4	0.668333333333333
18	0.608333333333333
18.6	0.528333333333333
19.2	0.46
19.8	0.38
20.4	0.353333333333333
21	0.261666666666667
21.6	0.143333333333333
22.2	0.111666666666667
22.8	0.108333333333333
23.4	0.095
24	0.111666666666667
24.6	0.113333333333333
25.2	0.145
25.8	0.223333333333333
26.4	0.265
27	0.311666666666667
27.6	0.373333333333333
28.2	0.42
28.8	0.428333333333333
29.4	0.41
30	0.473333333333333
30.6	0.443333333333333
31.2	0.425
31.8	0.406666666666667
32.4	0.353333333333333
33	0.261666666666667
33.6	0.241666666666667
34.2	0.213333333333333
34.8	0.143333333333333
35.4	0.146666666666667
36	0.0866666666666667
36.6	0.0783333333333333
37.2	0.0866666666666667
37.8	0.178333333333333
38.4	0.166666666666667
39	0.228333333333333
39.6	0.296666666666667
40.2	0.358333333333333
40.8	0.445
41.4	0.54
42	0.66
42.6	0.681666666666667
43.2	0.743333333333333
43.8	0.783333333333333
44.4	0.773333333333333
45	0.796666666666667
45.6	0.756666666666667
46.2	0.75
46.8	0.676666666666667
47.4	0.613333333333333
48	0.541666666666667
48.6	0.506666666666667
49.2	0.456666666666667
49.8	0.293333333333333
50.4	0.211666666666667
51	0.148333333333333
51.6	0.13
52.2	0.113333333333333
52.8	0.0883333333333333
53.4	0.0933333333333333
54	0.123333333333333
54.6	0.158333333333333
55.2	0.206666666666667
55.8	0.281666666666667
56.4	0.311666666666667
57	0.37
57.6	0.37
58.2	0.455
58.8	0.446666666666667
59.4	0.481666666666667
60	0.476666666666667
