# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.138333333333333
0.6	0.168333333333333
1.2	0.191666666666667
1.8	0.21
2.4	0.31
3	0.403333333333333
3.6	0.415
4.2	0.49
4.8	0.575
5.4	0.64
6	0.69
6.6	0.791666666666667
7.2	0.79
7.8	0.85
8.4	0.828333333333333
9	0.836666666666667
9.6	0.835
10.2	0.805
10.8	0.761666666666667
11.4	0.705
12	0.676666666666667
12.6	0.571666666666667
13.2	0.563333333333333
13.8	0.465
14.4	0.381666666666667
15	0.371666666666667
15.6	0.255
16.2	0.241666666666667
16.8	0.195
17.4	0.118333333333333
18	0.138333333333333
18.6	0.1
19.2	0.103333333333333
19.8	0.108333333333333
20.4	0.0783333333333333
21	0.121666666666667
21.6	0.101666666666667
22.2	0.133333333333333
22.8	0.145
23.4	0.161666666666667
24	0.146666666666667
24.6	0.141666666666667
25.2	0.143333333333333
25.8	0.123333333333333
26.4	0.1
27	0.105
27.6	0.0983333333333333
28.2	0.106666666666667
28.8	0.14
29.4	0.11
30	0.156666666666667
30.6	0.178333333333333
31.2	0.195
31.8	0.275
32.4	0.351666666666667
33	0.396666666666667
33.6	0.481666666666667
34.2	0.533333333333333
34.8	0.588333333333333
35.4	0.698333333333333
36	0.75
36.6	0.785
37.2	0.826666666666667
37.8	0.803333333333333
38.4	0.833333333333333
39	0.831666666666667
39.6	0.803333333333333
40.2	0.74
40.8	0.728333333333333
41.4	0.67
42	0.565
42.6	0.53
43.2	0.486666666666667
43.8	0.42
44.4	0.33
45	0.303333333333333
45.6	0.198333333333333
46.2	0.186666666666667
46.8	0.165
47.4	0.123333333333333
48	0.106666666666667
48.6	0.0866666666666667
49.2	0.101666666666667
49.8	0.0883333333333333
50.4	0.126666666666667
51	0.103333333333333
51.6	0.0966666666666667
52.2	0.116666666666667
52.8	0.131666666666667
53.4	0.0983333333333333
54	0.136666666666667
54.6	0.118333333333333
55.2	0.133333333333333
55.8	0.101666666666667
56.4	0.101666666666667
57	0.095
57.6	0.0933333333333333
58.2	0.131666666666667
58.8	0.133333333333333
59.4	0.175
60	0.156666666666667
