# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	144.327087402344	0.285
0.25	141.319885253906	0.255
0.5	137.26318359375	0.16
0.75	135.534362792969	0.17
1	130.940856933594	0.075
1.25	132.122802734375	0.095
1.5	130.91064453125	0.08
1.75	133.178405761719	0.11
2	137.305908203125	0.155
2.25	139.2236328125	0.19
2.5	145.532531738281	0.285
2.75	150.963745117188	0.38
3	157.05078125	0.475
3.25	159.151000976562	0.51
3.5	169.169921875	0.655
3.75	170.149230957031	0.68
4	174.017333984375	0.76
4.25	176.54052734375	0.8
4.5	181.499328613281	0.865
4.75	181.765747070312	0.87
5	180.143737792969	0.87
5.25	185.975646972656	0.94
5.5	185.480041503906	0.92
5.75	184.633178710938	0.91
6	173.169860839844	0.74
6.25	175.593872070312	0.785
6.5	171.702575683594	0.7
6.75	163.708801269531	0.575
7	157.656860351562	0.51
7.25	152.843017578125	0.39
7.5	148.304138183594	0.345
7.75	141.050109863281	0.225
8	138.431701660156	0.19
8.25	136.309204101562	0.15
8.5	130.78857421875	0.065
8.75	129.860229492188	0.07
9	132.079467773438	0.09
9.25	132.279663085938	0.09
9.5	132.519836425781	0.125
9.75	139.247131347656	0.215
10	141.645202636719	0.22
10.25	143.319091796875	0.295
10.5	151.975708007812	0.41
10.75	151.475830078125	0.415
11	158.06640625	0.505
11.25	160.098876953125	0.53
11.5	160.253601074219	0.54
11.75	159.716186523438	0.58
12	162.361145019531	0.605
12.25	162.774047851562	0.605
12.5	160.379943847656	0.555
12.75	158.938903808594	0.535
13	157.742309570312	0.52
13.25	155.186767578125	0.5
13.5	150.278015136719	0.41
13.75	147.702941894531	0.335
14	145.812377929688	0.34
14.25	140.582580566406	0.23
14.5	140.434875488281	0.21
14.75	133.972778320312	0.145
15	133.489990234375	0.095
15.25	130.425109863281	0.07
15.5	132.696533203125	0.09
15.75	128.8232421875	0.07
16	135.256652832031	0.15
16.25	135.965270996094	0.165
16.5	142.708740234375	0.28
16.75	144.266662597656	0.3
17	150.804443359375	0.4
17.25	153.33740234375	0.44
17.5	164.767761230469	0.595
17.75	166.756591796875	0.65
18	171.017150878906	0.72
18.25	173.779602050781	0.76
18.5	181.356201171875	0.86
18.75	181.746520996094	0.895
19	183.816223144531	0.92
19.25	184.687194824219	0.915
19.5	183.499755859375	0.915
19.75	181.112060546875	0.875
20	176.12060546875	0.82
20.25	175.109252929688	0.78
20.5	173.856506347656	0.755
20.75	164.785461425781	0.61
21	159.576110839844	0.53
21.25	150.592041015625	0.385
21.5	147.401733398438	0.345
21.75	141.588439941406	0.27
22	139.836730957031	0.185
22.25	132.335815429688	0.095
22.5	134.545593261719	0.12
22.75	133.030700683594	0.065
23	134.281616210938	0.1
23.25	132.472534179688	0.085
23.5	130.7958984375	0.075
23.75	137.345886230469	0.15
24	138.466796875	0.195
24.25	142.947387695312	0.25
24.5	152.31689453125	0.395
24.75	150.113220214844	0.385
25	161.315002441406	0.54
25.25	156.904296875	0.49
25.5	164.045715332031	0.6
25.75	164.39208984375	0.605
26	165.625305175781	0.635
26.25	165.214538574219	0.625
26.5	165.426940917969	0.595
26.75	163.676147460938	0.6
27	161.783142089844	0.54
27.25	158.323059082031	0.475
27.5	156.958923339844	0.48
27.75	153.362426757812	0.43
28	145.233154296875	0.275
28.25	144.568481445312	0.265
28.5	141.724548339844	0.235
28.75	136.569213867188	0.14
29	133.739929199219	0.09
29.25	132.128295898438	0.07
29.5	133.363952636719	0.105
29.75	132.616882324219	0.09
30	132.546997070312	0.115
