# wait_q2_set	su_S_North
# "wait_q2"	"su_S_North"
# 41
0	0.376
4	0.33
8	0.41
12	0.432
16	0.408
20	0.484
24	0.546
28	0.566
32	0.596
36	0.654
40	0.728
44	0.72
48	0.75
52	0.804
56	0.818
60	0.826
64	0.82
68	0.844
72	0.852
76	0.79
80	0.778
84	0.734
88	0.712
92	0.686
96	0.59
100	0.56
104	0.506
108	0.474
112	0.418
116	0.48
120	0.404
124	0.376
128	0.446
132	0.378
136	0.444
140	0.406
144	0.454
148	0.472
152	0.556
156	0.6
160	0.616
