# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	143.0029296875	0.235
0.25	140.066528320312	0.22
0.5	139.947204589844	0.235
0.75	140.661926269531	0.265
1	137.584533691406	0.185
1.25	131.626586914062	0.09
1.5	133.443298339844	0.13
1.75	131.598815917969	0.125
2	132.573852539062	0.12
2.25	132.4072265625	0.105
2.5	130.951232910156	0.08
2.75	133.455810546875	0.115
3	132.311706542969	0.105
3.25	132.955932617188	0.125
3.5	131.425170898438	0.085
3.75	130.521240234375	0.085
4	133.524780273438	0.11
4.25	130.892028808594	0.08
4.5	132.307739257812	0.1
4.75	129.441223144531	0.09
5	131.646728515625	0.08
5.25	132.221374511719	0.12
5.5	131.275024414062	0.09
5.75	130.162048339844	0.09
6	130.030212402344	0.09
6.25	128.782348632812	0.075
6.5	131.128540039062	0.11
6.75	129.866333007812	0.095
7	130.579223632812	0.095
7.25	134.492492675781	0.165
7.5	132.531127929688	0.145
7.75	133.695068359375	0.135
8	134.928588867188	0.165
8.25	136.272888183594	0.18
8.5	137.117309570312	0.19
8.75	138.619079589844	0.225
9	139.353332519531	0.245
9.25	138.319091796875	0.245
9.5	143.744506835938	0.325
9.75	142.591857910156	0.285
10	142.609558105469	0.31
10.25	148.039855957031	0.39
10.5	148.20068359375	0.405
10.75	143.796997070312	0.335
11	147.825622558594	0.405
11.25	148.624572753906	0.385
11.5	153.267211914062	0.455
11.75	152.451782226562	0.46
12	153.921203613281	0.485
12.25	149.857482910156	0.41
12.5	149.589233398438	0.385
12.75	151.668090820312	0.43
13	153.447875976562	0.455
13.25	152.20458984375	0.45
13.5	148.176574707031	0.375
13.75	150.712280273438	0.42
14	145.332946777344	0.32
14.25	142.663269042969	0.275
14.5	140.412292480469	0.26
14.75	140.603332519531	0.245
15	136.865844726562	0.18
15.25	135.509338378906	0.16
15.5	135.343933105469	0.14
15.75	135.124206542969	0.15
16	135.554809570312	0.135
16.25	134.479675292969	0.11
16.5	135.301208496094	0.145
16.75	133.224487304688	0.12
17	137.309265136719	0.15
17.25	140.374450683594	0.145
17.5	141.21337890625	0.17
17.75	140.274658203125	0.155
18	135.391845703125	0.105
18.25	131.68212890625	0.07
18.5	135.630493164062	0.115
18.75	134.153442382812	0.14
19	131.338806152344	0.125
19.25	130.4833984375	0.06
19.5	132.558288574219	0.075
19.75	135.297241210938	0.14
20	130.889587402344	0.07
20.25	130.701599121094	0.08
20.5	134.028625488281	0.115
20.75	128.144836425781	0.035
21	132.825927734375	0.1
21.25	131.194458007812	0.08
21.5	135.432739257812	0.16
21.75	133.257751464844	0.11
22	138.13720703125	0.21
22.25	139.292602539062	0.19
22.5	137.879943847656	0.18
22.75	141.59423828125	0.235
23	140.072937011719	0.23
23.25	139.035034179688	0.215
23.5	144.190063476562	0.27
23.75	146.544189453125	0.33
24	142.325439453125	0.24
24.25	148.290100097656	0.315
24.5	149.966125488281	0.355
24.75	155.250244140625	0.45
25	154.8388671875	0.44
25.25	154.009704589844	0.42
25.5	151.758422851562	0.385
25.75	152.666931152344	0.395
26	161.38671875	0.53
26.25	154.3994140625	0.42
26.5	151.675415039062	0.42
26.75	158.575134277344	0.485
27	153.713989257812	0.45
27.25	149.885864257812	0.365
27.5	144.109802246094	0.305
27.75	144.848022460938	0.32
28	146.419372558594	0.32
28.25	143.750305175781	0.28
28.5	137.348022460938	0.195
28.75	140.201416015625	0.24
29	134.1845703125	0.165
29.25	137.925415039062	0.2
29.5	136.421203613281	0.15
29.75	133.117065429688	0.14
30	129.432678222656	0.105
