# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.916666666666667
45	0.943333333333333
90	0.873333333333333
135	0.916666666666667
180	0.92
225	0.883333333333333
270	0.893333333333333
315	0.913333333333333
360	0.893333333333333
405	0.906666666666667
450	0.866666666666667
495	0.926666666666667
540	0.896666666666667
585	0.916666666666667
630	0.873333333333333
675	0.883333333333333
720	0.916666666666667
765	0.903333333333333
810	0.926666666666667
855	0.886666666666667
900	0.9
945	0.9
990	0.893333333333333
1035	0.913333333333333
1080	0.916666666666667
1125	0.89
1170	0.86
1215	0.906666666666667
1260	0.91
1305	0.886666666666667
1350	0.913333333333333
1395	0.863333333333333
1440	0.89
1485	0.88
1530	0.883333333333333
1575	0.886666666666667
1620	0.876666666666667
1665	0.853333333333333
1710	0.88
1755	0.843333333333333
1800	0.843333333333333
1845	0.833333333333333
1890	0.873333333333333
1935	0.873333333333333
1980	0.886666666666667
2025	0.876666666666667
2070	0.83
2115	0.84
2160	0.846666666666667
2205	0.853333333333333
2250	0.793333333333333
2295	0.82
2340	0.853333333333333
2385	0.86
2430	0.823333333333333
2475	0.826666666666667
2520	0.806666666666667
2565	0.826666666666667
2610	0.8
2655	0.84
2700	0.786666666666667
2745	0.783333333333333
2790	0.803333333333333
2835	0.783333333333333
2880	0.743333333333333
2925	0.84
2970	0.756666666666667
3015	0.756666666666667
3060	0.733333333333333
3105	0.713333333333333
3150	0.7
3195	0.756666666666667
3240	0.71
3285	0.72
3330	0.66
3375	0.636666666666667
3420	0.733333333333333
3465	0.703333333333333
3510	0.68
3555	0.62
3600	0.656666666666667
3645	0.656666666666667
3690	0.73
3735	0.72
3780	0.71
3825	0.67
3870	0.656666666666667
3915	0.62
3960	0.593333333333333
4005	0.62
4050	0.673333333333333
4095	0.643333333333333
4140	0.67
4185	0.66
4230	0.68
4275	0.623333333333333
4320	0.676666666666667
4365	0.633333333333333
4410	0.61
4455	0.636666666666667
4500	0.596666666666667
