# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.9
2800	0.886666666666667
5600	0.87
8400	0.843333333333333
11200	0.813333333333333
14000	0.78
16800	0.78
19600	0.676666666666667
22400	0.64
25200	0.656666666666667
28000	0.66
30800	0.653333333333333
33600	0.606666666666667
36400	0.613333333333333
39200	0.626666666666667
42000	0.556666666666667
44800	0.576666666666667
47600	0.583333333333333
50400	0.553333333333333
53200	0.54
56000	0.546666666666667
58800	0.51
61600	0.54
64400	0.483333333333333
67200	0.573333333333333
70000	0.523333333333333
72800	0.5
75600	0.533333333333333
78400	0.513333333333333
81200	0.49
84000	0.523333333333333
86800	0.516666666666667
89600	0.57
92400	0.493333333333333
95200	0.506666666666667
98000	0.523333333333333
100800	0.563333333333333
103600	0.493333333333333
106400	0.586666666666667
109200	0.516666666666667
112000	0.52
114800	0.496666666666667
117600	0.486666666666667
120400	0.483333333333333
123200	0.493333333333333
126000	0.49
128800	0.466666666666667
131600	0.556666666666667
134400	0.6
137200	0.54
140000	0.496666666666667
