# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	139.483642578125	0.185
0.25	134.532165527344	0.11
0.5	132.483520507812	0.12
0.75	133.5791015625	0.105
1	131.024169921875	0.1
1.25	132.06787109375	0.105
1.5	135.570983886719	0.155
1.75	139.854431152344	0.21
2	141.723937988281	0.26
2.25	151.889953613281	0.41
2.5	155.370788574219	0.485
2.75	159.446105957031	0.545
3	167.602233886719	0.67
3.25	169.154968261719	0.7
3.5	174.294128417969	0.79
3.75	177.658996582031	0.84
4	184.927368164062	0.92
4.25	178.57421875	0.85
4.5	183.618469238281	0.94
4.75	182.931213378906	0.905
5	181.715087890625	0.895
5.25	178.528137207031	0.86
5.5	170.647277832031	0.69
5.75	171.434020996094	0.71
6	166.13525390625	0.625
6.25	158.656921386719	0.5
6.5	151.068725585938	0.41
6.75	148.526000976562	0.385
7	141.273193359375	0.275
7.25	134.630432128906	0.19
7.5	137.133178710938	0.2
7.75	132.130432128906	0.125
8	134.689636230469	0.135
8.25	129.920043945312	0.09
8.5	132.013244628906	0.1
8.75	136.124877929688	0.16
9	139.669189453125	0.205
9.25	142.374572753906	0.27
9.5	147.021179199219	0.36
9.75	149.701538085938	0.4
10	154.455871582031	0.48
10.25	160.892944335938	0.585
10.5	166.152038574219	0.645
10.75	166.735534667969	0.65
11	175.175170898438	0.775
11.25	174.569702148438	0.77
11.5	174.893493652344	0.765
11.75	175.126037597656	0.76
12	170.961303710938	0.705
12.25	170.054016113281	0.71
12.5	166.334838867188	0.655
12.75	163.974914550781	0.59
13	158.169860839844	0.505
13.25	152.489624023438	0.42
13.5	152.796020507812	0.425
13.75	147.030334472656	0.32
14	141.475524902344	0.25
14.25	139.9365234375	0.195
14.5	136.671752929688	0.13
14.75	133.377990722656	0.11
15	135.427856445312	0.125
15.25	131.573791503906	0.095
15.5	135.647277832031	0.11
15.75	139.921875	0.18
16	140.465393066406	0.22
16.25	146.966857910156	0.33
16.5	149.853515625	0.375
16.75	154.984436035156	0.49
17	161.066284179688	0.575
17.25	168.006286621094	0.645
17.5	171.891479492188	0.755
17.75	175.652160644531	0.79
18	181.513061523438	0.875
18.25	179.391479492188	0.875
18.5	183.849487304688	0.925
18.75	184.826354980469	0.94
19	179.185180664062	0.845
19.25	179.921569824219	0.86
19.5	174.135131835938	0.795
19.75	167.859802246094	0.685
20	164.252624511719	0.625
20.25	161.879577636719	0.585
20.5	155.081481933594	0.435
20.75	147.479248046875	0.325
21	143.419189453125	0.28
21.25	136.734924316406	0.17
21.5	135.418090820312	0.14
21.75	133.008728027344	0.11
22	135.419921875	0.125
22.25	131.185607910156	0.05
22.5	135.136108398438	0.125
22.75	134.697570800781	0.125
23	136.051940917969	0.16
23.25	142.7099609375	0.22
23.5	145.886535644531	0.3
23.75	156.877136230469	0.475
24	160.374145507812	0.52
24.25	162.335815429688	0.55
24.5	162.567443847656	0.555
24.75	167.673645019531	0.66
25	176.803894042969	0.8
25.25	178.018798828125	0.8
25.5	173.7451171875	0.75
25.75	171.857604980469	0.71
26	175.446472167969	0.77
26.25	172.580261230469	0.715
26.5	166.3916015625	0.625
26.75	166.5869140625	0.63
27	165.604858398438	0.585
27.25	156.983032226562	0.465
27.5	153.477172851562	0.41
27.75	152.250366210938	0.39
28	143.710632324219	0.24
28.25	139.546203613281	0.18
28.5	133.596801757812	0.1
28.75	132.144470214844	0.1
29	131.925659179688	0.075
29.25	132.006530761719	0.065
29.5	137.29736328125	0.15
29.75	138.778991699219	0.155
30	146.344604492188	0.265
