# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	132.128601074219	0.1
0.25	130.100402832031	0.06
0.5	131.309814453125	0.09
0.75	129.743957519531	0.075
1	128.986206054688	0.07
1.25	129.052734375	0.08
1.5	131.212158203125	0.11
1.75	130.523071289062	0.085
2	130.601196289062	0.08
2.25	130.009155273438	0.09
2.5	128.49609375	0.06
2.75	131.689758300781	0.105
3	130.030822753906	0.085
3.25	130.777282714844	0.09
3.5	131.454162597656	0.09
3.75	131.906127929688	0.08
4	130.708618164062	0.095
4.25	131.043395996094	0.085
4.5	129.201049804688	0.08
4.75	129.35791015625	0.09
5	129.828491210938	0.095
5.25	131.960144042969	0.12
5.5	132.577514648438	0.11
5.75	134.532165527344	0.145
6	134.576416015625	0.155
6.25	137.313842773438	0.2
6.5	136.80419921875	0.17
6.75	137.549743652344	0.19
7	140.672302246094	0.265
7.25	138.915405273438	0.225
7.5	141.962890625	0.27
7.75	142.807922363281	0.27
8	143.907775878906	0.305
8.25	147.904663085938	0.335
8.5	146.45263671875	0.32
8.75	142.23876953125	0.27
9	147.84423828125	0.365
9.25	149.413452148438	0.375
9.5	148.410949707031	0.36
9.75	150.728454589844	0.385
10	149.4970703125	0.35
10.25	148.795166015625	0.375
10.5	147.782897949219	0.35
10.75	139.741516113281	0.25
11	144.269714355469	0.305
11.25	142.638549804688	0.275
11.5	142.752380371094	0.26
11.75	142.253112792969	0.26
12	142.856140136719	0.26
12.25	136.068420410156	0.155
12.5	138.309020996094	0.185
12.75	133.65966796875	0.115
13	136.755065917969	0.17
13.25	129.056396484375	0.085
13.5	135.166015625	0.155
13.75	131.359252929688	0.095
14	129.008483886719	0.07
14.25	129.570922851562	0.08
14.5	130.116577148438	0.075
14.75	126.768493652344	0.03
15	128.558349609375	0.075
15.25	132.051391601562	0.09
15.5	128.069152832031	0.06
15.75	130.41015625	0.085
16	128.973388671875	0.07
16.25	130.836181640625	0.11
16.5	132.662658691406	0.11
16.75	130.69091796875	0.085
17	129.71923828125	0.075
17.25	129.051513671875	0.07
17.5	130.875244140625	0.105
17.75	130.344543457031	0.065
18	130.076904296875	0.115
18.25	128.322143554688	0.095
18.5	130.608520507812	0.105
18.75	128.241271972656	0.08
19	130.604248046875	0.125
19.25	132.237854003906	0.115
19.5	128.6376953125	0.1
19.75	128.101196289062	0.08
20	131.978149414062	0.135
20.25	132.568359375	0.16
20.5	134.732666015625	0.21
20.75	133.64990234375	0.195
21	133.992309570312	0.16
21.25	136.732177734375	0.215
21.5	138.049011230469	0.235
21.75	138.220825195312	0.24
22	140.552673339844	0.275
22.25	140.853576660156	0.27
22.5	148.041381835938	0.365
22.75	143.916015625	0.325
23	143.233337402344	0.315
23.25	146.559143066406	0.35
23.5	147.708740234375	0.355
23.75	143.504638671875	0.305
24	149.212036132812	0.405
24.25	144.872131347656	0.345
24.5	147.94921875	0.41
24.75	143.341369628906	0.325
25	145.667114257812	0.34
25.25	141.641540527344	0.29
25.5	137.241821289062	0.235
25.75	136.898498535156	0.21
26	139.020385742188	0.245
26.25	136.302490234375	0.19
26.5	134.234313964844	0.165
26.75	135.497436523438	0.18
27	134.205627441406	0.16
27.25	132.533264160156	0.115
27.5	130.846862792969	0.11
27.75	130.075073242188	0.11
28	129.119567871094	0.1
28.25	131.017456054688	0.105
28.5	130.119018554688	0.11
28.75	130.147094726562	0.095
29	125.814819335938	0.06
29.25	128.339233398438	0.08
29.5	128.658752441406	0.09
29.75	129.805908203125	0.095
30	125.895385742188	0.055
