# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	156.400146484375	0.485
0.25	161.986999511719	0.57
0.5	163.422546386719	0.61
0.75	167.468872070312	0.66
1	161.096801757812	0.56
1.25	167.485656738281	0.675
1.5	164.166259765625	0.66
1.75	159.778442382812	0.555
2	164.682006835938	0.635
2.25	167.186279296875	0.65
2.5	160.549926757812	0.57
2.75	159.938049316406	0.575
3	161.801147460938	0.59
3.25	159.50439453125	0.54
3.5	158.704833984375	0.5
3.75	151.713256835938	0.4
4	148.643188476562	0.355
4.25	148.624572753906	0.355
4.5	143.389282226562	0.305
4.75	143.8623046875	0.26
5	141.94580078125	0.215
5.25	138.510131835938	0.21
5.5	136.651000976562	0.17
5.75	136.601257324219	0.19
6	132.24853515625	0.115
6.25	133.5302734375	0.17
6.5	130.408935546875	0.09
6.75	132.46826171875	0.105
7	132.14599609375	0.105
7.25	131.719665527344	0.11
7.5	130.440063476562	0.065
7.75	132.698364257812	0.11
8	131.484069824219	0.105
8.25	131.392211914062	0.08
8.5	130.679626464844	0.07
8.75	130.315246582031	0.075
9	128.477172851562	0.055
9.25	128.608093261719	0.06
9.5	129.511108398438	0.08
9.75	127.617492675781	0.07
10	128.574829101562	0.055
10.25	128.602905273438	0.08
10.5	131.630249023438	0.105
10.75	129.784240722656	0.09
11	131.757507324219	0.115
11.25	129.185180664062	0.1
11.5	134.726257324219	0.135
11.75	134.516296386719	0.155
12	134.865112304688	0.165
12.25	133.460083007812	0.155
12.5	135.091857910156	0.18
12.75	140.487670898438	0.265
13	139.061279296875	0.235
13.25	150.261840820312	0.405
13.5	145.096130371094	0.34
13.75	149.927673339844	0.38
14	156.442565917969	0.49
14.25	148.203430175781	0.4
14.5	159.082946777344	0.565
14.75	153.016967773438	0.49
15	158.59375	0.565
15.25	157.366333007812	0.54
15.5	159.628295898438	0.575
15.75	159.667053222656	0.58
16	162.280883789062	0.625
16.25	161.124877929688	0.615
16.5	162.99560546875	0.63
16.75	161.324157714844	0.595
17	155.162963867188	0.51
17.25	154.932250976562	0.485
17.5	151.844482421875	0.465
17.75	151.852111816406	0.445
18	146.20849609375	0.37
18.25	148.6083984375	0.395
18.5	142.129211425781	0.285
18.75	141.491088867188	0.275
19	143.115234375	0.3
19.25	138.078308105469	0.23
19.5	135.274047851562	0.17
19.75	135.107421875	0.185
20	131.892700195312	0.14
20.25	130.3271484375	0.105
20.5	126.545104980469	0.08
20.75	130.477905273438	0.13
21	127.146301269531	0.08
21.25	130.507507324219	0.11
21.5	127.148742675781	0.055
21.75	126.689758300781	0.045
22	129.682922363281	0.09
22.25	126.561279296875	0.07
22.5	130.447387695312	0.085
22.75	129.568786621094	0.105
23	127.241821289062	0.08
23.25	130.073852539062	0.09
23.5	128.460388183594	0.085
23.75	127.880859375	0.06
24	128.450012207031	0.1
24.25	129.442138671875	0.115
24.5	127.888793945312	0.08
24.75	126.594848632812	0.05
25	129.241943359375	0.09
25.25	130.848388671875	0.125
25.5	133.014221191406	0.15
25.75	132.230529785156	0.15
26	129.79248046875	0.13
26.25	133.625183105469	0.165
26.5	132.255249023438	0.175
26.75	138.407287597656	0.235
27	137.636413574219	0.24
27.25	140.24658203125	0.27
27.5	147.590637207031	0.4
27.75	145.627136230469	0.395
28	146.973876953125	0.385
28.25	153.0615234375	0.48
28.5	154.815979003906	0.515
28.75	159.270324707031	0.555
29	160.695495605469	0.595
29.25	159.866333007812	0.6
29.5	158.182373046875	0.56
29.75	160.31494140625	0.605
30	160.487670898438	0.605
