# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.233333333333333
0.6	0.238333333333333
1.2	0.246666666666667
1.8	0.221666666666667
2.4	0.246666666666667
3	0.228333333333333
3.6	0.21
4.2	0.155
4.8	0.123333333333333
5.4	0.113333333333333
6	0.106666666666667
6.6	0.0716666666666667
7.2	0.09
7.8	0.115
8.4	0.128333333333333
9	0.215
9.6	0.235
10.2	0.343333333333333
10.8	0.396666666666667
11.4	0.53
12	0.61
12.6	0.668333333333333
13.2	0.755
13.8	0.818333333333333
14.4	0.865
15	0.925
15.6	0.941666666666667
16.2	0.931666666666667
16.8	0.898333333333333
17.4	0.891666666666667
18	0.858333333333333
18.6	0.795
19.2	0.728333333333333
19.8	0.623333333333333
20.4	0.553333333333333
21	0.466666666666667
21.6	0.405
22.2	0.311666666666667
22.8	0.245
23.4	0.173333333333333
24	0.12
24.6	0.0983333333333333
25.2	0.0883333333333333
25.8	0.0966666666666667
26.4	0.09
27	0.141666666666667
27.6	0.12
28.2	0.15
28.8	0.161666666666667
29.4	0.243333333333333
30	0.223333333333333
30.6	0.246666666666667
31.2	0.24
31.8	0.223333333333333
32.4	0.175
33	0.18
33.6	0.136666666666667
34.2	0.131666666666667
34.8	0.113333333333333
35.4	0.0983333333333333
36	0.115
36.6	0.09
37.2	0.116666666666667
37.8	0.166666666666667
38.4	0.188333333333333
39	0.248333333333333
39.6	0.315
40.2	0.358333333333333
40.8	0.48
41.4	0.53
42	0.638333333333333
42.6	0.743333333333333
43.2	0.8
43.8	0.856666666666667
44.4	0.891666666666667
45	0.921666666666667
45.6	0.936666666666667
46.2	0.926666666666667
46.8	0.87
47.4	0.865
48	0.81
48.6	0.731666666666667
49.2	0.675
49.8	0.518333333333333
50.4	0.478333333333333
51	0.381666666666667
51.6	0.283333333333333
52.2	0.228333333333333
52.8	0.188333333333333
53.4	0.14
54	0.0866666666666667
54.6	0.0633333333333333
55.2	0.0866666666666667
55.8	0.108333333333333
56.4	0.1
57	0.115
57.6	0.151666666666667
58.2	0.178333333333333
58.8	0.193333333333333
59.4	0.226666666666667
60	0.213333333333333
