# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.886666666666667
160	0.896666666666667
320	0.91
480	0.93
640	0.926666666666667
800	0.913333333333333
960	0.89
1120	0.9
1280	0.9
1440	0.883333333333333
1600	0.88
1760	0.883333333333333
1920	0.89
2080	0.873333333333333
2240	0.9
2400	0.886666666666667
2560	0.873333333333333
2720	0.876666666666667
2880	0.866666666666667
3040	0.86
3200	0.843333333333333
3360	0.836666666666667
3520	0.86
3680	0.806666666666667
3840	0.776666666666667
4000	0.796666666666667
4160	0.76
4320	0.783333333333333
4480	0.773333333333333
4640	0.726666666666667
4800	0.703333333333333
4960	0.643333333333333
5120	0.57
5280	0.596666666666667
5440	0.513333333333333
5600	0.51
5760	0.596666666666667
5920	0.56
6080	0.523333333333333
6240	0.573333333333333
6400	0.526666666666667
6560	0.53
6720	0.523333333333333
6880	0.533333333333333
7040	0.51
7200	0.523333333333333
7360	0.483333333333333
7520	0.5
7680	0.543333333333333
7840	0.566666666666667
8000	0.476666666666667
