# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	152.417907714844	0.48
0.25	154.999389648438	0.535
0.5	162.244873046875	0.65
0.75	164.970703125	0.665
1	170.537719726562	0.74
1.25	167.861633300781	0.705
1.5	170.460205078125	0.735
1.75	168.824157714844	0.725
2	169.225158691406	0.725
2.25	164.818420410156	0.68
2.5	160.531616210938	0.595
2.75	158.272094726562	0.555
3	154.156494140625	0.51
3.25	147.270812988281	0.4
3.5	143.986511230469	0.355
3.75	135.899353027344	0.21
4	134.10400390625	0.175
4.25	131.621398925781	0.135
4.5	131.57470703125	0.14
4.75	129.452209472656	0.105
5	129.473571777344	0.095
5.25	129.638061523438	0.09
5.5	129.102478027344	0.09
5.75	132.764282226562	0.15
6	139.561767578125	0.26
6.25	139.267272949219	0.26
6.5	147.949523925781	0.395
6.75	150.069274902344	0.42
7	154.082946777344	0.5
7.25	158.251953125	0.545
7.5	163.507995605469	0.645
7.75	167.119445800781	0.7
8	171.442260742188	0.75
8.25	169.301452636719	0.72
8.5	170.90087890625	0.75
8.75	170.482482910156	0.75
9	167.881774902344	0.705
9.25	164.607849121094	0.645
9.5	162.461547851562	0.61
9.75	157.398986816406	0.53
10	154.688110351562	0.5
10.25	149.116821289062	0.42
10.5	143.038635253906	0.315
10.75	138.272399902344	0.255
11	132.196350097656	0.14
11.25	132.372741699219	0.145
11.5	128.092956542969	0.085
11.75	128.791809082031	0.08
12	127.510070800781	0.06
12.25	131.274108886719	0.135
12.5	130.3564453125	0.105
12.75	134.349365234375	0.18
13	135.875244140625	0.21
13.25	139.924926757812	0.27
13.5	149.817199707031	0.425
13.75	149.351196289062	0.42
14	156.704406738281	0.55
14.25	157.524108886719	0.56
14.5	163.47412109375	0.645
14.75	166.8017578125	0.7
15	170.877685546875	0.78
15.25	171.252136230469	0.78
15.5	166.800842285156	0.695
15.75	166.9189453125	0.71
16	167.011413574219	0.71
16.25	168.0615234375	0.725
16.5	164.284057617188	0.65
16.75	161.274108886719	0.59
17	153.833618164062	0.455
17.25	153.060607910156	0.455
17.5	147.798767089844	0.38
17.75	144.34326171875	0.31
18	137.055053710938	0.205
18.25	136.438598632812	0.2
18.5	133.288269042969	0.14
18.75	130.237731933594	0.09
19	127.871398925781	0.07
19.25	128.770751953125	0.085
19.5	131.021118164062	0.125
19.75	130.437316894531	0.115
20	137.503051757812	0.24
20.25	139.075012207031	0.23
20.5	145.3662109375	0.325
20.75	150.279541015625	0.405
21	157.900695800781	0.515
21.25	161.632690429688	0.595
21.5	165.456848144531	0.625
21.75	167.076110839844	0.68
22	169.3115234375	0.68
22.25	174.307861328125	0.775
22.5	174.847717285156	0.775
22.75	173.200378417969	0.765
23	170.415954589844	0.72
23.25	168.173217773438	0.695
23.5	168.689575195312	0.7
23.75	160.714416503906	0.575
24	152.719116210938	0.455
24.25	150.842895507812	0.405
24.5	149.63134765625	0.395
24.75	141.374206542969	0.26
25	139.786987304688	0.235
25.25	133.365173339844	0.14
25.5	138.954772949219	0.195
25.75	133.182678222656	0.115
26	130.445861816406	0.1
26.25	129.201354980469	0.085
26.5	129.737854003906	0.1
26.75	136.758728027344	0.175
27	138.976440429688	0.215
27.25	140.404663085938	0.24
27.5	144.422607421875	0.32
27.75	148.066101074219	0.385
28	154.958801269531	0.465
28.25	161.805114746094	0.575
28.5	166.898193359375	0.665
28.75	161.555480957031	0.605
29	170.572204589844	0.715
29.25	172.872619628906	0.74
29.5	171.260375976562	0.755
29.75	170.843200683594	0.735
30	170.37109375	0.735
