# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.293333333333333
0.6	0.291666666666667
1.2	0.258333333333333
1.8	0.251666666666667
2.4	0.205
3	0.186666666666667
3.6	0.173333333333333
4.2	0.186666666666667
4.8	0.103333333333333
5.4	0.106666666666667
6	0.121666666666667
6.6	0.108333333333333
7.2	0.166666666666667
7.8	0.21
8.4	0.265
9	0.335
9.6	0.426666666666667
10.2	0.503333333333333
10.8	0.568333333333333
11.4	0.61
12	0.678333333333333
12.6	0.698333333333333
13.2	0.746666666666667
13.8	0.738333333333333
14.4	0.785
15	0.796666666666667
15.6	0.728333333333333
16.2	0.691666666666667
16.8	0.641666666666667
17.4	0.576666666666667
18	0.485
18.6	0.438333333333333
19.2	0.403333333333333
19.8	0.286666666666667
20.4	0.198333333333333
21	0.186666666666667
21.6	0.118333333333333
22.2	0.103333333333333
22.8	0.0883333333333333
23.4	0.095
24	0.115
24.6	0.145
25.2	0.221666666666667
25.8	0.225
26.4	0.27
27	0.301666666666667
27.6	0.345
28.2	0.328333333333333
28.8	0.366666666666667
29.4	0.368333333333333
30	0.336666666666667
30.6	0.298333333333333
31.2	0.28
31.8	0.236666666666667
32.4	0.183333333333333
33	0.195
33.6	0.116666666666667
34.2	0.0933333333333333
34.8	0.105
35.4	0.0816666666666667
36	0.0933333333333333
36.6	0.126666666666667
37.2	0.15
37.8	0.238333333333333
38.4	0.286666666666667
39	0.373333333333333
39.6	0.441666666666667
40.2	0.501666666666667
40.8	0.61
41.4	0.671666666666667
42	0.748333333333333
42.6	0.746666666666667
43.2	0.761666666666667
43.8	0.773333333333333
44.4	0.778333333333333
45	0.775
45.6	0.69
46.2	0.65
46.8	0.555
47.4	0.461666666666667
48	0.39
48.6	0.318333333333333
49.2	0.246666666666667
49.8	0.201666666666667
50.4	0.141666666666667
51	0.118333333333333
51.6	0.0816666666666667
52.2	0.08
52.8	0.085
53.4	0.103333333333333
54	0.156666666666667
54.6	0.165
55.2	0.215
55.8	0.256666666666667
56.4	0.33
57	0.353333333333333
57.6	0.365
58.2	0.376666666666667
58.8	0.398333333333333
59.4	0.333333333333333
60	0.333333333333333
