# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.903333333333333
720	0.92
1440	0.896666666666667
2160	0.89
2880	0.9
3600	0.873333333333333
4320	0.83
5040	0.806666666666667
5760	0.746666666666667
6480	0.713333333333333
7200	0.683333333333333
7920	0.686666666666667
8640	0.66
9360	0.673333333333333
10080	0.623333333333333
10800	0.66
11520	0.576666666666667
12240	0.6
12960	0.59
13680	0.56
14400	0.576666666666667
15120	0.52
15840	0.57
16560	0.586666666666667
17280	0.52
18000	0.536666666666667
18720	0.563333333333333
19440	0.563333333333333
20160	0.503333333333333
20880	0.473333333333333
21600	0.506666666666667
22320	0.483333333333333
23040	0.526666666666667
23760	0.543333333333333
24480	0.516666666666667
25200	0.486666666666667
25920	0.493333333333333
26640	0.52
27360	0.483333333333333
28080	0.543333333333333
28800	0.546666666666667
29520	0.5
30240	0.526666666666667
30960	0.526666666666667
31680	0.47
32400	0.526666666666667
33120	0.513333333333333
33840	0.506666666666667
34560	0.51
35280	0.51
36000	0.463333333333333
36720	0.503333333333333
37440	0.523333333333333
38160	0.506666666666667
38880	0.523333333333333
39600	0.513333333333333
40320	0.54
41040	0.523333333333333
41760	0.463333333333333
42480	0.503333333333333
43200	0.506666666666667
43920	0.493333333333333
44640	0.54
45360	0.493333333333333
46080	0.516666666666667
46800	0.57
47520	0.536666666666667
48240	0.533333333333333
48960	0.543333333333333
49680	0.546666666666667
50400	0.513333333333333
51120	0.513333333333333
51840	0.55
52560	0.563333333333333
53280	0.52
54000	0.53
54720	0.526666666666667
55440	0.54
56160	0.513333333333333
56880	0.533333333333333
57600	0.473333333333333
58320	0.526666666666667
59040	0.536666666666667
59760	0.52
60480	0.57
61200	0.523333333333333
61920	0.513333333333333
62640	0.506666666666667
63360	0.55
64080	0.54
64800	0.523333333333333
65520	0.49
66240	0.506666666666667
66960	0.503333333333333
67680	0.473333333333333
68400	0.506666666666667
69120	0.506666666666667
69840	0.476666666666667
70560	0.563333333333333
71280	0.553333333333333
72000	0.53
