# t_cz_set	avg_S_North	su_S_North
# "t_cz"	"avg_S_North"	"su_S_North"
# 101
0	167.200927734375	0.74
39	161.447550455729	0.656666666666667
78	154.176228841146	0.55
117	148.765869140625	0.476666666666667
156	139.718221028646	0.316666666666667
195	134.052937825521	0.233333333333333
234	133.560791015625	0.24
273	130.4345703125	0.2
312	130.423787434896	0.183333333333333
351	132.748006184896	0.226666666666667
390	136.603190104167	0.28
429	145.268961588542	0.436666666666667
468	150.744832356771	0.523333333333333
507	154.871826171875	0.583333333333333
546	159.544270833333	0.643333333333333
585	165.443115234375	0.753333333333333
624	169.035441080729	0.803333333333333
663	176.182861328125	0.89
702	173.033854166667	0.846666666666667
741	173.479410807292	0.843333333333333
780	171.464029947917	0.806666666666667
819	168.8330078125	0.8
858	164.825032552083	0.74
897	162.546590169271	0.696666666666667
936	149.986572265625	0.516666666666667
975	144.682413736979	0.43
1014	139.697875976562	0.353333333333333
1053	133.977457682292	0.263333333333333
1092	132.982177734375	0.246666666666667
1131	128.144327799479	0.166666666666667
1170	130.693359375	0.233333333333333
1209	129.792683919271	0.24
1248	135.104777018229	0.323333333333333
1287	138.090616861979	0.37
1326	143.539021809896	0.46
1365	148.137817382812	0.536666666666667
1404	151.138305664062	0.57
1443	162.622680664062	0.763333333333333
1482	164.217122395833	0.78
1521	163.347981770833	0.77
1560	166.65283203125	0.836666666666667
1599	167.80517578125	0.813333333333333
1638	162.974853515625	0.776666666666667
1677	165.078328450521	0.78
1716	158.946533203125	0.683333333333333
1755	160.762736002604	0.713333333333333
1794	150.313924153646	0.593333333333333
1833	144.901936848958	0.503333333333333
1872	133.339233398438	0.313333333333333
1911	125.658976236979	0.203333333333333
1950	132.278238932292	0.296666666666667
1989	128.718872070312	0.25
2028	128.613688151042	0.236666666666667
2067	132.627563476562	0.27
2106	133.064778645833	0.29
2145	133.870035807292	0.286666666666667
2184	144.044799804688	0.46
2223	154.102376302083	0.573333333333333
2262	158.946126302083	0.68
2301	152.546590169271	0.55
2340	167.420450846354	0.826666666666667
2379	170.227661132812	0.84
2418	166.916910807292	0.796666666666667
2457	166.896158854167	0.82
2496	151.239013671875	0.57
2535	166.325480143229	0.813333333333333
2574	160.913696289062	0.716666666666667
2613	158.993530273438	0.696666666666667
2652	145.737711588542	0.486666666666667
2691	139.567260742188	0.396666666666667
2730	141.676635742188	0.43
2769	133.428141276042	0.296666666666667
2808	132.358601888021	0.28
2847	136.422932942708	0.323333333333333
2886	133.26904296875	0.31
2925	133.932902018229	0.303333333333333
2964	132.22900390625	0.286666666666667
3003	142.294311523438	0.446666666666667
3042	154.457397460938	0.63
3081	148.267618815104	0.513333333333333
3120	158.618774414062	0.666666666666667
3159	160.004069010417	0.663333333333333
3198	155.074259440104	0.633333333333333
3237	163.206787109375	0.726666666666667
3276	163.5205078125	0.766666666666667
3315	164.108276367188	0.766666666666667
3354	163.275146484375	0.763333333333333
3393	152.516276041667	0.6
3432	159.93896484375	0.703333333333333
3471	155.044759114583	0.633333333333333
3510	144.950561523438	0.456666666666667
3549	135.142822265625	0.316666666666667
3588	148.544108072917	0.53
3627	142.366536458333	0.436666666666667
3666	137.622884114583	0.366666666666667
3705	132.061157226562	0.293333333333333
3744	134.932454427083	0.323333333333333
3783	137.915649414062	0.373333333333333
3822	138.710327148438	0.393333333333333
3861	133.321329752604	0.3
3900	139.322916666667	0.386666666666667
