# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.236666666666667
0.6	0.22
1.2	0.188333333333333
1.8	0.166666666666667
2.4	0.118333333333333
3	0.1
3.6	0.111666666666667
4.2	0.0933333333333333
4.8	0.101666666666667
5.4	0.075
6	0.085
6.6	0.0616666666666667
7.2	0.0833333333333333
7.8	0.08
8.4	0.0733333333333333
9	0.0683333333333333
9.6	0.0966666666666667
10.2	0.111666666666667
10.8	0.08
11.4	0.0766666666666667
12	0.0716666666666667
12.6	0.0883333333333333
13.2	0.0833333333333333
13.8	0.08
14.4	0.138333333333333
15	0.115
15.6	0.171666666666667
16.2	0.175
16.8	0.193333333333333
17.4	0.203333333333333
18	0.233333333333333
18.6	0.255
19.2	0.321666666666667
19.8	0.323333333333333
20.4	0.34
21	0.37
21.6	0.401666666666667
22.2	0.438333333333333
22.8	0.415
23.4	0.398333333333333
24	0.39
24.6	0.4
25.2	0.433333333333333
25.8	0.375
26.4	0.365
27	0.328333333333333
27.6	0.315
28.2	0.275
28.8	0.236666666666667
29.4	0.216666666666667
30	0.211666666666667
30.6	0.195
31.2	0.146666666666667
31.8	0.136666666666667
32.4	0.123333333333333
33	0.128333333333333
33.6	0.105
34.2	0.128333333333333
34.8	0.09
35.4	0.106666666666667
36	0.0866666666666667
36.6	0.095
37.2	0.0766666666666667
37.8	0.0766666666666667
38.4	0.0833333333333333
39	0.09
39.6	0.125
40.2	0.0783333333333333
40.8	0.09
41.4	0.0933333333333333
42	0.108333333333333
42.6	0.0783333333333333
43.2	0.085
43.8	0.128333333333333
44.4	0.12
45	0.165
45.6	0.183333333333333
46.2	0.185
46.8	0.193333333333333
47.4	0.215
48	0.213333333333333
48.6	0.268333333333333
49.2	0.281666666666667
49.8	0.346666666666667
50.4	0.373333333333333
51	0.378333333333333
51.6	0.423333333333333
52.2	0.411666666666667
52.8	0.455
53.4	0.45
54	0.39
54.6	0.411666666666667
55.2	0.398333333333333
55.8	0.403333333333333
56.4	0.343333333333333
57	0.32
57.6	0.305
58.2	0.266666666666667
58.8	0.245
59.4	0.213333333333333
60	0.16
