# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	143.880615234375	0.26
0.25	145.287475585938	0.305
0.5	143.894653320312	0.29
0.75	145.685424804688	0.325
1	151.148071289062	0.38
1.25	154.131774902344	0.415
1.5	152.829284667969	0.44
1.75	155.762329101562	0.465
2	156.966857910156	0.495
2.25	153.741149902344	0.44
2.5	161.346130371094	0.535
2.75	161.806030273438	0.555
3	159.173278808594	0.52
3.25	155.430908203125	0.465
3.5	156.430969238281	0.5
3.75	153.592834472656	0.455
4	150.242309570312	0.42
4.25	154.038696289062	0.46
4.5	149.987487792969	0.425
4.75	150.615539550781	0.41
5	146.894836425781	0.36
5.25	140.855102539062	0.29
5.5	140.054016113281	0.265
5.75	138.229064941406	0.22
6	133.481140136719	0.155
6.25	130.070495605469	0.155
6.5	131.065368652344	0.105
6.75	128.045043945312	0.09
7	131.51611328125	0.115
7.25	128.645629882812	0.095
7.5	132.305603027344	0.105
7.75	128.778076171875	0.08
8	129.242858886719	0.08
8.25	128.850708007812	0.075
8.5	128.75	0.065
8.75	131.2744140625	0.11
9	128.4033203125	0.085
9.25	130.780944824219	0.095
9.5	131.8505859375	0.1
9.75	134.11865234375	0.15
10	130.397338867188	0.1
10.25	130.941162109375	0.1
10.5	130.4052734375	0.09
10.75	130.628356933594	0.08
11	131.205749511719	0.11
11.25	128.310852050781	0.065
11.5	130.500793457031	0.1
11.75	130.564880371094	0.09
12	131.576843261719	0.115
12.25	132.501525878906	0.11
12.5	129.852600097656	0.08
12.75	129.317016601562	0.1
13	133.901977539062	0.12
13.25	134.114685058594	0.145
13.5	133.591003417969	0.145
13.75	136.545104980469	0.18
14	134.168090820312	0.19
14.25	138.17138671875	0.22
14.5	140.283508300781	0.27
14.75	142.530212402344	0.305
15	146.051330566406	0.34
15.25	147.542419433594	0.365
15.5	150.429992675781	0.41
15.75	151.731872558594	0.46
16	149.132995605469	0.415
16.25	154.281005859375	0.465
16.5	156.240234375	0.495
16.75	154.331359863281	0.47
17	158.477783203125	0.515
17.25	156.604614257812	0.53
17.5	155.8056640625	0.49
17.75	154.57275390625	0.485
18	153.25927734375	0.485
18.25	147.117919921875	0.4
18.5	151.021728515625	0.455
18.75	145.533142089844	0.34
19	145.943908691406	0.355
19.25	140.190734863281	0.275
19.5	142.721557617188	0.305
19.75	138.957214355469	0.245
20	139.311828613281	0.23
20.25	134.92919921875	0.185
20.5	136.101684570312	0.2
20.75	133.953247070312	0.175
21	131.28662109375	0.105
21.25	132.442932128906	0.15
21.5	128.277587890625	0.085
21.75	128.383483886719	0.105
22	126.645202636719	0.08
22.25	129.046936035156	0.095
22.5	129.796752929688	0.1
22.75	127.646484375	0.075
23	127.070617675781	0.08
23.25	128.014526367188	0.095
23.5	130.977783203125	0.105
23.75	128.167114257812	0.095
24	129.695129394531	0.095
24.25	130.1171875	0.09
24.5	131.044921875	0.125
24.75	131.036071777344	0.12
25	132.177429199219	0.13
25.25	129.046020507812	0.09
25.5	129.909057617188	0.07
25.75	129.662475585938	0.09
26	128.778686523438	0.11
26.25	129.471740722656	0.115
26.5	130.189819335938	0.1
26.75	127.115173339844	0.065
27	129.586486816406	0.1
27.25	132.496948242188	0.13
27.5	134.703063964844	0.165
27.75	132.235412597656	0.14
28	139.003295898438	0.245
28.25	137.431335449219	0.205
28.5	141.255493164062	0.28
28.75	144.13330078125	0.32
29	142.596130371094	0.3
29.25	144.709777832031	0.335
29.5	145.663452148438	0.36
29.75	151.759643554688	0.455
30	150.256958007812	0.415
