# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 51
0	0.956666666666667
300	0.96
600	0.96
900	0.953333333333333
1200	0.976666666666667
1500	0.93
1800	0.94
2100	0.943333333333333
2400	0.936666666666667
2700	0.936666666666667
3000	0.963333333333333
3300	0.903333333333333
3600	0.94
3900	0.933333333333333
4200	0.91
4500	0.896666666666667
4800	0.893333333333333
5100	0.873333333333333
5400	0.793333333333333
5700	0.8
6000	0.796666666666667
6300	0.766666666666667
6600	0.763333333333333
6900	0.713333333333333
7200	0.74
7500	0.7
7800	0.703333333333333
8100	0.683333333333333
8400	0.613333333333333
8700	0.596666666666667
9000	0.626666666666667
9300	0.576666666666667
9600	0.61
9900	0.58
10200	0.526666666666667
10500	0.623333333333333
10800	0.65
11100	0.65
11400	0.64
11700	0.513333333333333
12000	0.576666666666667
12300	0.59
12600	0.596666666666667
12900	0.586666666666667
13200	0.56
13500	0.58
13800	0.596666666666667
14100	0.61
14400	0.576666666666667
14700	0.633333333333333
15000	0.563333333333333
