# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	157.866516113281	0.505
0.25	159.562377929688	0.55
0.5	154.601440429688	0.455
0.75	151.497497558594	0.41
1	147.210998535156	0.34
1.25	147.503356933594	0.36
1.5	142.684020996094	0.24
1.75	142.897644042969	0.24
2	138.89404296875	0.2
2.25	138.026428222656	0.2
2.5	135.634460449219	0.155
2.75	133.600158691406	0.1
3	137.286071777344	0.175
3.25	131.646423339844	0.095
3.5	129.342956542969	0.07
3.75	130.74951171875	0.065
4	131.982727050781	0.085
4.25	128.435668945312	0.04
4.5	132.047119140625	0.09
4.75	130.299377441406	0.05
5	132.052917480469	0.075
5.25	131.360778808594	0.1
5.5	131.156005859375	0.09
5.75	130.696411132812	0.08
6	128.1298828125	0.06
6.25	131.494445800781	0.1
6.5	130.895080566406	0.105
6.75	132.734375	0.095
7	134.994506835938	0.095
7.25	131.605529785156	0.07
7.5	133.070678710938	0.1
7.75	134.1162109375	0.12
8	138.392333984375	0.15
8.25	135.581970214844	0.155
8.5	134.98046875	0.16
8.75	140.362548828125	0.255
9	140.723571777344	0.275
9.25	142.717590332031	0.31
9.5	145.840454101562	0.375
9.75	150.108947753906	0.425
10	150.628356933594	0.44
10.25	157.243347167969	0.53
10.5	153.977355957031	0.495
10.75	158.148498535156	0.57
11	162.04345703125	0.62
11.25	165.531311035156	0.66
11.5	165.527954101562	0.66
11.75	169.819030761719	0.715
12	167.065124511719	0.7
12.25	171.023559570312	0.75
12.5	165.51513671875	0.66
12.75	169.894714355469	0.73
13	171.705322265625	0.765
13.25	167.418212890625	0.705
13.5	164.777221679688	0.67
13.75	160.458068847656	0.59
14	160.391235351562	0.58
14.25	157.816772460938	0.535
14.5	148.309631347656	0.38
14.75	147.55859375	0.405
15	148.294982910156	0.405
15.25	149.498596191406	0.4
15.5	144.798278808594	0.33
15.75	138.906555175781	0.26
16	136.291809082031	0.23
16.25	137.815551757812	0.21
16.5	131.012878417969	0.145
16.75	132.557983398438	0.16
17	130.299682617188	0.115
17.25	132.736511230469	0.155
17.5	131.730651855469	0.125
17.75	128.961181640625	0.08
18	130.527038574219	0.09
18.25	132.611694335938	0.12
18.5	129.371337890625	0.07
18.75	130.799560546875	0.105
19	129.593505859375	0.06
19.25	131.9287109375	0.11
19.5	127.278442382812	0.075
19.75	132.34375	0.1
20	133.65478515625	0.13
20.25	129.065551757812	0.07
20.5	130.461730957031	0.11
20.75	127.980651855469	0.07
21	128.067321777344	0.06
21.25	127.518310546875	0.045
21.5	126.731262207031	0.05
21.75	129.677124023438	0.08
22	132.91259765625	0.13
22.25	136.639709472656	0.185
22.5	134.648132324219	0.18
22.75	134.731140136719	0.17
23	140.630493164062	0.285
23.25	140.153198242188	0.28
23.5	139.959106445312	0.285
23.75	149.299926757812	0.4
24	150.96435546875	0.455
24.25	152.826843261719	0.48
24.5	156.947021484375	0.55
24.75	158.769836425781	0.54
25	162.171325683594	0.62
25.25	166.6455078125	0.67
25.5	169.3310546875	0.735
25.75	165.164489746094	0.655
26	166.167907714844	0.715
26.25	164.696044921875	0.67
26.5	166.322326660156	0.665
26.75	168.663024902344	0.74
27	165.564575195312	0.68
27.25	167.697143554688	0.72
27.5	163.2421875	0.65
27.75	163.095092773438	0.64
28	164.222412109375	0.65
28.25	156.608276367188	0.525
28.5	151.986083984375	0.455
28.75	147.040710449219	0.385
29	150.834045410156	0.4
29.25	145.954284667969	0.39
29.5	143.71337890625	0.35
29.75	138.8330078125	0.26
30	136.16943359375	0.21
