# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 31
0	0.885
170	0.91
340	0.8
510	0.65
680	0.475
850	0.365
1020	0.33
1190	0.235
1360	0.315
1530	0.44
1700	0.5
1870	0.61
2040	0.815
2210	0.855
2380	0.92
2550	0.885
2720	0.815
2890	0.615
3060	0.45
3230	0.37
3400	0.295
3570	0.325
3740	0.395
3910	0.4
4080	0.705
4250	0.665
4420	0.815
4590	0.84
4760	0.83
4930	0.83
5100	0.865
