# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.671666666666667
0.6	0.65
1.2	0.646666666666667
1.8	0.705
2.4	0.673333333333333
3	0.661666666666667
3.6	0.606666666666667
4.2	0.581666666666667
4.8	0.598333333333333
5.4	0.506666666666667
6	0.466666666666667
6.6	0.42
7.2	0.36
7.8	0.31
8.4	0.281666666666667
9	0.248333333333333
9.6	0.185
10.2	0.188333333333333
10.8	0.153333333333333
11.4	0.113333333333333
12	0.108333333333333
12.6	0.14
13.2	0.103333333333333
13.8	0.118333333333333
14.4	0.08
15	0.0983333333333333
15.6	0.0883333333333333
16.2	0.09
16.8	0.09
17.4	0.103333333333333
18	0.103333333333333
18.6	0.0766666666666667
19.2	0.12
19.8	0.085
20.4	0.08
21	0.108333333333333
21.6	0.135
22.2	0.168333333333333
22.8	0.181666666666667
23.4	0.21
24	0.291666666666667
24.6	0.331666666666667
25.2	0.343333333333333
25.8	0.445
26.4	0.458333333333333
27	0.496666666666667
27.6	0.58
28.2	0.673333333333333
28.8	0.645
29.4	0.705
30	0.731666666666667
30.6	0.73
31.2	0.738333333333333
31.8	0.696666666666667
32.4	0.716666666666667
33	0.663333333333333
33.6	0.626666666666667
34.2	0.578333333333333
34.8	0.531666666666667
35.4	0.451666666666667
36	0.46
36.6	0.408333333333333
37.2	0.308333333333333
37.8	0.315
38.4	0.235
39	0.265
39.6	0.203333333333333
40.2	0.163333333333333
40.8	0.135
41.4	0.105
42	0.123333333333333
42.6	0.095
43.2	0.105
43.8	0.141666666666667
44.4	0.085
45	0.0866666666666667
45.6	0.105
46.2	0.0983333333333333
46.8	0.095
47.4	0.113333333333333
48	0.0983333333333333
48.6	0.0983333333333333
49.2	0.0883333333333333
49.8	0.101666666666667
50.4	0.128333333333333
51	0.138333333333333
51.6	0.146666666666667
52.2	0.171666666666667
52.8	0.228333333333333
53.4	0.25
54	0.318333333333333
54.6	0.361666666666667
55.2	0.423333333333333
55.8	0.515
56.4	0.516666666666667
57	0.611666666666667
57.6	0.616666666666667
58.2	0.641666666666667
58.8	0.683333333333333
59.4	0.678333333333333
60	0.683333333333333
