# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	134.106750488281	0.155
0.25	136.248474121094	0.185
0.5	139.60693359375	0.205
0.75	139.897155761719	0.235
1	142.242431640625	0.27
1.25	146.9873046875	0.335
1.5	147.994995117188	0.35
1.75	145.064086914062	0.33
2	149.901428222656	0.39
2.25	152.887268066406	0.425
2.5	151.688842773438	0.425
2.75	153.36669921875	0.445
3	156.236267089844	0.485
3.25	150.353088378906	0.405
3.5	151.96533203125	0.425
3.75	156.278381347656	0.51
4	149.071655273438	0.4
4.25	153.448486328125	0.45
4.5	155.411682128906	0.45
4.75	149.325256347656	0.37
5	148.7060546875	0.365
5.25	150.730285644531	0.36
5.5	148.110961914062	0.35
5.75	141.77978515625	0.245
6	144.988403320312	0.285
6.25	140.888977050781	0.22
6.5	137.149047851562	0.17
6.75	138.405151367188	0.18
7	138.633728027344	0.17
7.25	135.26611328125	0.145
7.5	133.83544921875	0.125
7.75	134.041442871094	0.115
8	130.131225585938	0.065
8.25	132.171325683594	0.08
8.5	127.8125	0.05
8.75	131.694030761719	0.085
9	132.977294921875	0.11
9.25	131.907043457031	0.1
9.5	131.074829101562	0.09
9.75	130.178833007812	0.09
10	131.934814453125	0.11
10.25	131.285095214844	0.125
10.5	133.773193359375	0.145
10.75	133.675842285156	0.13
11	133.085021972656	0.115
11.25	131.184387207031	0.085
11.5	131.891784667969	0.105
11.75	130.945434570312	0.12
12	129.938659667969	0.085
12.25	130.167541503906	0.075
12.5	129.312133789062	0.075
12.75	131.082153320312	0.08
13	128.5400390625	0.065
13.25	129.047241210938	0.07
13.5	133.238830566406	0.12
13.75	131.506652832031	0.08
14	134.638671875	0.12
14.25	137.454833984375	0.155
14.5	134.961547851562	0.165
14.75	136.966857910156	0.195
15	139.972534179688	0.215
15.25	141.241149902344	0.225
15.5	146.045227050781	0.325
15.75	152.182312011719	0.41
16	149.297485351562	0.365
16.25	150.598754882812	0.385
16.5	155.031433105469	0.445
16.75	154.6240234375	0.44
17	155.343933105469	0.47
17.25	151.896667480469	0.42
17.5	155.338439941406	0.46
17.75	149.141235351562	0.38
18	155.618286132812	0.47
18.25	159.01123046875	0.53
18.5	155.091857910156	0.465
18.75	148.694763183594	0.355
19	153.7939453125	0.44
19.25	147.596435546875	0.345
19.5	147.615356445312	0.335
19.75	138.938598632812	0.225
20	142.393798828125	0.265
20.25	141.766967773438	0.245
20.5	141.947021484375	0.25
20.75	140.021667480469	0.195
21	137.937622070312	0.145
21.25	134.427490234375	0.15
21.5	131.989135742188	0.12
21.75	132.026062011719	0.1
22	135.568237304688	0.12
22.25	135.957336425781	0.115
22.5	133.814086914062	0.1
22.75	133.162536621094	0.09
23	136.85791015625	0.135
23.25	131.365051269531	0.105
23.5	130.841064453125	0.05
23.75	130.584411621094	0.085
24	134.080200195312	0.115
24.25	130.411682128906	0.08
24.5	131.090698242188	0.08
24.75	130.365905761719	0.08
25	130.178833007812	0.09
25.25	132.548828125	0.085
25.5	130.742797851562	0.105
25.75	128.920288085938	0.08
26	130.337524414062	0.09
26.25	132.981262207031	0.105
26.5	130.519104003906	0.075
26.75	132.427368164062	0.095
27	132.230834960938	0.1
27.25	133.626098632812	0.11
27.5	133.123779296875	0.09
27.75	133.094482421875	0.095
28	133.675842285156	0.125
28.25	135.997619628906	0.16
28.5	138.985595703125	0.21
28.75	138.294982910156	0.185
29	138.990478515625	0.22
29.25	142.400512695312	0.28
29.5	138.710632324219	0.23
29.75	139.955749511719	0.24
30	147.212219238281	0.345
