# waittime_set	su_S_North
# "waittime"	"su_S_North"
# 101
0	0.943333333333333
360	0.966666666666667
720	0.933333333333333
1080	0.94
1440	0.903333333333333
1800	0.91
2160	0.926666666666667
2520	0.923333333333333
2880	0.893333333333333
3240	0.91
3600	0.866666666666667
3960	0.886666666666667
4320	0.896666666666667
4680	0.833333333333333
5040	0.826666666666667
5400	0.81
5760	0.706666666666667
6120	0.7
6480	0.643333333333333
6840	0.606666666666667
7200	0.583333333333333
7560	0.626666666666667
7920	0.633333333333333
8280	0.616666666666667
8640	0.58
9000	0.65
9360	0.586666666666667
9720	0.593333333333333
10080	0.616666666666667
10440	0.553333333333333
10800	0.56
11160	0.61
11520	0.606666666666667
11880	0.633333333333333
12240	0.633333333333333
12600	0.643333333333333
12960	0.626666666666667
13320	0.6
13680	0.573333333333333
14040	0.583333333333333
14400	0.576666666666667
14760	0.506666666666667
15120	0.49
15480	0.58
15840	0.563333333333333
16200	0.51
16560	0.516666666666667
16920	0.53
17280	0.55
17640	0.556666666666667
18000	0.54
18360	0.56
18720	0.546666666666667
19080	0.506666666666667
19440	0.56
19800	0.566666666666667
20160	0.54
20520	0.523333333333333
20880	0.503333333333333
21240	0.553333333333333
21600	0.553333333333333
21960	0.526666666666667
22320	0.503333333333333
22680	0.533333333333333
23040	0.526666666666667
23400	0.556666666666667
23760	0.59
24120	0.513333333333333
24480	0.523333333333333
24840	0.57
25200	0.523333333333333
25560	0.51
25920	0.536666666666667
26280	0.513333333333333
26640	0.52
27000	0.51
27360	0.59
27720	0.55
28080	0.553333333333333
28440	0.546666666666667
28800	0.533333333333333
29160	0.543333333333333
29520	0.563333333333333
29880	0.58
30240	0.486666666666667
30600	0.553333333333333
30960	0.526666666666667
31320	0.48
31680	0.483333333333333
32040	0.49
32400	0.5
32760	0.486666666666667
33120	0.506666666666667
33480	0.553333333333333
33840	0.526666666666667
34200	0.54
34560	0.5
34920	0.493333333333333
35280	0.493333333333333
35640	0.596666666666667
36000	0.516666666666667
