# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.345
0.6	0.336666666666667
1.2	0.346666666666667
1.8	0.321666666666667
2.4	0.268333333333333
3	0.21
3.6	0.163333333333333
4.2	0.143333333333333
4.8	0.0933333333333333
5.4	0.095
6	0.07
6.6	0.103333333333333
7.2	0.143333333333333
7.8	0.191666666666667
8.4	0.23
9	0.278333333333333
9.6	0.318333333333333
10.2	0.456666666666667
10.8	0.545
11.4	0.61
12	0.721666666666667
12.6	0.768333333333333
13.2	0.828333333333333
13.8	0.873333333333333
14.4	0.916666666666667
15	0.953333333333333
15.6	0.926666666666667
16.2	0.906666666666667
16.8	0.846666666666667
17.4	0.775
18	0.681666666666667
18.6	0.653333333333333
19.2	0.526666666666667
19.8	0.433333333333333
20.4	0.365
21	0.23
21.6	0.193333333333333
22.2	0.148333333333333
22.8	0.106666666666667
23.4	0.0916666666666667
24	0.103333333333333
24.6	0.115
25.2	0.115
25.8	0.143333333333333
26.4	0.181666666666667
27	0.218333333333333
27.6	0.253333333333333
28.2	0.285
28.8	0.313333333333333
29.4	0.301666666666667
30	0.288333333333333
30.6	0.285
31.2	0.291666666666667
31.8	0.26
32.4	0.206666666666667
33	0.216666666666667
33.6	0.191666666666667
34.2	0.13
34.8	0.09
35.4	0.095
36	0.0833333333333333
36.6	0.1
37.2	0.148333333333333
37.8	0.215
38.4	0.246666666666667
39	0.346666666666667
39.6	0.48
40.2	0.511666666666667
40.8	0.6
41.4	0.671666666666667
42	0.783333333333333
42.6	0.823333333333333
43.2	0.888333333333333
43.8	0.92
44.4	0.946666666666667
45	0.931666666666667
45.6	0.92
46.2	0.853333333333333
46.8	0.826666666666667
47.4	0.751666666666667
48	0.678333333333333
48.6	0.586666666666667
49.2	0.458333333333333
49.8	0.366666666666667
50.4	0.285
51	0.218333333333333
51.6	0.16
52.2	0.116666666666667
52.8	0.0966666666666667
53.4	0.0783333333333333
54	0.085
54.6	0.103333333333333
55.2	0.133333333333333
55.8	0.183333333333333
56.4	0.168333333333333
57	0.236666666666667
57.6	0.24
58.2	0.305
58.8	0.298333333333333
59.4	0.315
60	0.313333333333333
