# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.378333333333333
0.6	0.366666666666667
1.2	0.371666666666667
1.8	0.361666666666667
2.4	0.315
3	0.26
3.6	0.21
4.2	0.148333333333333
4.8	0.133333333333333
5.4	0.095
6	0.08
6.6	0.09
7.2	0.118333333333333
7.8	0.145
8.4	0.18
9	0.238333333333333
9.6	0.326666666666667
10.2	0.371666666666667
10.8	0.511666666666667
11.4	0.558333333333333
12	0.611666666666667
12.6	0.716666666666667
13.2	0.728333333333333
13.8	0.77
14.4	0.768333333333333
15	0.793333333333333
15.6	0.773333333333333
16.2	0.721666666666667
16.8	0.7
17.4	0.636666666666667
18	0.59
18.6	0.473333333333333
19.2	0.366666666666667
19.8	0.33
20.4	0.245
21	0.193333333333333
21.6	0.1
22.2	0.0833333333333333
22.8	0.08
23.4	0.0733333333333333
24	0.116666666666667
24.6	0.14
25.2	0.186666666666667
25.8	0.21
26.4	0.261666666666667
27	0.298333333333333
27.6	0.393333333333333
28.2	0.38
28.8	0.428333333333333
29.4	0.4
30	0.416666666666667
30.6	0.413333333333333
31.2	0.391666666666667
31.8	0.308333333333333
32.4	0.29
33	0.306666666666667
33.6	0.168333333333333
34.2	0.16
34.8	0.1
35.4	0.0983333333333333
36	0.085
36.6	0.0933333333333333
37.2	0.12
37.8	0.151666666666667
38.4	0.233333333333333
39	0.266666666666667
39.6	0.336666666666667
40.2	0.448333333333333
40.8	0.556666666666667
41.4	0.59
42	0.705
42.6	0.726666666666667
43.2	0.758333333333333
43.8	0.806666666666667
44.4	0.771666666666667
45	0.791666666666667
45.6	0.758333333333333
46.2	0.731666666666667
46.8	0.66
47.4	0.595
48	0.538333333333333
48.6	0.383333333333333
49.2	0.351666666666667
49.8	0.253333333333333
50.4	0.2
51	0.16
51.6	0.105
52.2	0.0666666666666667
52.8	0.0583333333333333
53.4	0.085
54	0.11
54.6	0.158333333333333
55.2	0.185
55.8	0.245
56.4	0.31
57	0.328333333333333
57.6	0.386666666666667
58.2	0.426666666666667
58.8	0.431666666666667
59.4	0.41
60	0.391666666666667
