# wait_q1_set	su_S_North
# "wait_q1"	"su_S_North"
# 101
0	0.281666666666667
0.6	0.261666666666667
1.2	0.126666666666667
1.8	0.121666666666667
2.4	0.09
3	0.085
3.6	0.113333333333333
4.2	0.196666666666667
4.8	0.255
5.4	0.378333333333333
6	0.486666666666667
6.6	0.56
7.2	0.666666666666667
7.8	0.765
8.4	0.845
9	0.896666666666667
9.6	0.936666666666667
10.2	0.938333333333333
10.8	0.926666666666667
11.4	0.88
12	0.818333333333333
12.6	0.765
13.2	0.655
13.8	0.553333333333333
14.4	0.431666666666667
15	0.411666666666667
15.6	0.268333333333333
16.2	0.166666666666667
16.8	0.145
17.4	0.0616666666666667
18	0.0833333333333333
18.6	0.111666666666667
19.2	0.126666666666667
19.8	0.175
20.4	0.273333333333333
21	0.365
21.6	0.408333333333333
22.2	0.58
22.8	0.6
23.4	0.685
24	0.721666666666667
24.6	0.731666666666667
25.2	0.768333333333333
25.8	0.733333333333333
26.4	0.701666666666667
27	0.626666666666667
27.6	0.548333333333333
28.2	0.493333333333333
28.8	0.376666666666667
29.4	0.28
30	0.228333333333333
30.6	0.136666666666667
31.2	0.101666666666667
31.8	0.101666666666667
32.4	0.0983333333333333
33	0.113333333333333
33.6	0.186666666666667
34.2	0.24
34.8	0.358333333333333
35.4	0.461666666666667
36	0.54
36.6	0.636666666666667
37.2	0.77
37.8	0.785
38.4	0.85
39	0.938333333333333
39.6	0.938333333333333
40.2	0.941666666666667
40.8	0.923333333333333
41.4	0.855
42	0.743333333333333
42.6	0.701666666666667
43.2	0.58
43.8	0.52
44.4	0.371666666666667
45	0.248333333333333
45.6	0.223333333333333
46.2	0.113333333333333
46.8	0.0966666666666667
47.4	0.118333333333333
48	0.105
48.6	0.115
49.2	0.205
49.8	0.233333333333333
50.4	0.368333333333333
51	0.426666666666667
51.6	0.51
52.2	0.58
52.8	0.643333333333333
53.4	0.728333333333333
54	0.746666666666667
54.6	0.726666666666667
55.2	0.763333333333333
55.8	0.743333333333333
56.4	0.64
57	0.555
57.6	0.49
58.2	0.415
58.8	0.345
59.4	0.198333333333333
60	0.143333333333333
