# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	137.316589355469	0.235
0.25	141.50146484375	0.255
0.5	137.857055664062	0.23
0.75	139.39453125	0.255
1	134.208374023438	0.16
1.25	136.61865234375	0.18
1.5	135.741577148438	0.195
1.75	133.910217285156	0.145
2	128.627014160156	0.095
2.25	129.571228027344	0.105
2.5	132.911376953125	0.12
2.75	134.153137207031	0.105
3	130.671691894531	0.085
3.25	133.432922363281	0.14
3.5	133.790283203125	0.135
3.75	138.729248046875	0.2
4	143.589172363281	0.295
4.25	140.921630859375	0.275
4.5	144.596862792969	0.315
4.75	148.540954589844	0.395
5	153.411865234375	0.465
5.25	160.731201171875	0.59
5.5	156.893005371094	0.55
5.75	164.200439453125	0.635
6	169.291687011719	0.745
6.25	173.655395507812	0.805
6.5	178.313293457031	0.88
6.75	172.697143554688	0.825
7	176.091003417969	0.865
7.25	174.593505859375	0.84
7.5	177.955017089844	0.85
7.75	170.590209960938	0.75
8	175.567016601562	0.82
8.25	169.49462890625	0.715
8.5	165.190734863281	0.66
8.75	167.986145019531	0.685
9	160.711059570312	0.58
9.25	155.355529785156	0.505
9.5	149.847412109375	0.42
9.75	144.767150878906	0.345
10	136.491394042969	0.205
10.25	133.011779785156	0.165
10.5	132.413940429688	0.155
10.75	133.670349121094	0.16
11	130.270080566406	0.105
11.25	130.346069335938	0.11
11.5	127.866821289062	0.075
11.75	128.876342773438	0.09
12	127.424011230469	0.06
12.25	133.923645019531	0.12
12.5	135.353698730469	0.16
12.75	131.012573242188	0.125
13	134.696960449219	0.17
13.25	136.724853515625	0.205
13.5	137.911071777344	0.24
13.75	138.519287109375	0.23
14	136.138610839844	0.19
14.25	136.688232421875	0.2
14.5	139.013671875	0.24
14.75	136.75537109375	0.2
15	136.052551269531	0.19
15.25	134.37744140625	0.165
15.5	134.764404296875	0.165
15.75	133.939208984375	0.135
16	130.243835449219	0.115
16.25	130.265808105469	0.11
16.5	130.490417480469	0.1
16.75	130.079650878906	0.1
17	130.184326171875	0.105
17.25	128.590698242188	0.085
17.5	133.214111328125	0.16
17.75	136.033325195312	0.215
18	135.639953613281	0.21
18.25	138.545227050781	0.23
18.5	142.487487792969	0.305
18.75	145.283508300781	0.355
19	148.503112792969	0.425
19.25	160.5224609375	0.595
19.5	162.919006347656	0.625
19.75	160.115966796875	0.6
20	175.249328613281	0.805
20.25	174.083251953125	0.795
20.5	176.896362304688	0.815
20.75	175.025329589844	0.8
21	176.531372070312	0.84
21.25	176.854858398438	0.88
21.5	175.623779296875	0.855
21.75	172.973937988281	0.825
22	174.280395507812	0.795
22.25	169.849243164062	0.725
22.5	168.919372558594	0.72
22.75	162.304992675781	0.625
23	159.179077148438	0.565
23.25	156.896667480469	0.52
23.5	152.544555664062	0.485
23.75	145.224304199219	0.35
24	141.290588378906	0.275
24.25	140.008239746094	0.27
24.5	138.500061035156	0.23
24.75	134.564819335938	0.175
25	130.765686035156	0.11
25.25	127.723693847656	0.06
25.5	126.788940429688	0.065
25.75	129.056091308594	0.125
26	128.619995117188	0.1
26.25	127.835083007812	0.085
26.5	129.850158691406	0.12
26.75	132.882690429688	0.17
27	131.370239257812	0.15
27.25	135.041809082031	0.185
27.5	142.973022460938	0.275
27.75	137.164306640625	0.2
28	138.860778808594	0.22
28.25	134.931945800781	0.18
28.5	139.568176269531	0.22
28.75	137.151489257812	0.205
29	136.763916015625	0.19
29.25	138.912353515625	0.215
29.5	133.6376953125	0.16
29.75	130.135192871094	0.095
30	134.533386230469	0.15
