# t_cz_set	avg_S_North	su_S_North
# "t_cz"	"avg_S_North"	"su_S_North"
# 101
0	157.402547200521	0.593333333333333
40.5	148.699747721354	0.42
81	139.326985677083	0.296666666666667
121.5	130.83984375	0.183333333333333
162	134.579264322917	0.216666666666667
202.5	132.819010416667	0.19
243	135.619913736979	0.223333333333333
283.5	140.93505859375	0.326666666666667
324	151.522216796875	0.486666666666667
364.5	158.259480794271	0.586666666666667
405	167.110188802083	0.746666666666667
445.5	167.701009114583	0.75
486	173.390299479167	0.866666666666667
526.5	174.436848958333	0.89
567	172.904052734375	0.82
607.5	167.539265950521	0.763333333333333
648	162.240804036458	0.663333333333333
688.5	152.716064453125	0.523333333333333
729	149.720052083333	0.456666666666667
769.5	139.261474609375	0.3
810	134.815470377604	0.236666666666667
850.5	134.490559895833	0.213333333333333
891	135.634155273438	0.226666666666667
931.5	137.873128255208	0.293333333333333
972	141.234944661458	0.336666666666667
1012.5	144.660847981771	0.396666666666667
1053	157.676798502604	0.616666666666667
1093.5	162.115885416667	0.683333333333333
1134	172.324829101562	0.826666666666667
1174.5	172.001139322917	0.826666666666667
1215	173.492228190104	0.83
1255.5	176.135457356771	0.883333333333333
1296	169.539998372396	0.81
1336.5	150.284830729167	0.506666666666667
1377	146.2841796875	0.426666666666667
1417.5	141.685180664062	0.353333333333333
1458	138.067830403646	0.33
1498.5	133.958740234375	0.243333333333333
1539	136.181233723958	0.27
1579.5	134.43115234375	0.223333333333333
1620	144.657389322917	0.376666666666667
1660.5	149.7802734375	0.476666666666667
1701	155.301513671875	0.566666666666667
1741.5	164.842529296875	0.68
1782	167.345987955729	0.746666666666667
1822.5	172.133382161458	0.796666666666667
1863	174.458211263021	0.843333333333333
1903.5	172.516479492188	0.843333333333333
1944	167.418416341146	0.736666666666667
1984.5	157.672932942708	0.613333333333333
2025	159.885660807292	0.646666666666667
2065.5	145.993448893229	0.426666666666667
2106	137.955729166667	0.313333333333333
2146.5	138.738606770833	0.313333333333333
2187	133.275553385417	0.243333333333333
2227.5	137.522379557292	0.283333333333333
2268	135.481974283854	0.27
2308.5	140.137329101562	0.343333333333333
2349	141.250813802083	0.353333333333333
2389.5	147.301635742188	0.45
2430	160.970662434896	0.643333333333333
2470.5	167.415568033854	0.766666666666667
2511	172.194010416667	0.833333333333333
2551.5	166.900838216146	0.75
2592	170.774129231771	0.82
2632.5	170.543009440104	0.786666666666667
2673	171.937866210938	0.836666666666667
2713.5	163.174235026042	0.686666666666667
2754	157.395629882812	0.62
2794.5	148.760375976562	0.48
2835	140.130615234375	0.326666666666667
2875.5	135.234375	0.25
2916	135.288492838542	0.263333333333333
2956.5	139.519856770833	0.326666666666667
2997	145.003255208333	0.4
3037.5	150.443115234375	0.51
3078	141.399332682292	0.37
3118.5	153.784383138021	0.543333333333333
3159	155.269165039062	0.576666666666667
3199.5	163.147379557292	0.72
3240	168.744710286458	0.793333333333333
3280.5	165.823364257812	0.763333333333333
3321	157.872111002604	0.626666666666667
3361.5	162.607625325521	0.686666666666667
3402	160.789388020833	0.64
3442.5	154.482218424479	0.553333333333333
3483	147.019653320312	0.44
3523.5	144.557291666667	0.383333333333333
3564	137.885131835938	0.286666666666667
3604.5	136.826782226562	0.296666666666667
3645	140.711059570312	0.34
3685.5	145.685221354167	0.426666666666667
3726	143.652954101562	0.396666666666667
3766.5	152.078043619792	0.506666666666667
3807	152.600504557292	0.516666666666667
3847.5	156.701253255208	0.6
3888	165.169270833333	0.723333333333333
3928.5	169.250691731771	0.78
3969	169.468383789062	0.766666666666667
4009.5	163.321329752604	0.69
4050	165.069580078125	0.73
