# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	161.03515625	0.53
0.25	168.386840820312	0.625
0.5	170.212707519531	0.66
0.75	167.046203613281	0.625
1	169.757385253906	0.665
1.25	172.18505859375	0.715
1.5	170.696411132812	0.69
1.75	170.870971679688	0.67
2	164.339294433594	0.595
2.25	165.569763183594	0.6
2.5	164.114990234375	0.605
2.75	160.56396484375	0.535
3	161.1962890625	0.51
3.25	156.018371582031	0.475
3.5	159.778747558594	0.515
3.75	155.948181152344	0.455
4	145.7568359375	0.28
4.25	146.281433105469	0.31
4.5	145.106811523438	0.26
4.75	148.247375488281	0.325
5	146.080932617188	0.275
5.25	142.762145996094	0.205
5.5	141.064453125	0.18
5.75	138.816833496094	0.135
6	136.2060546875	0.12
6.25	136.422424316406	0.11
6.5	137.179260253906	0.155
6.75	136.725463867188	0.11
7	136.072082519531	0.1
7.25	140.997009277344	0.145
7.5	137.695617675781	0.14
7.75	134.354858398438	0.08
8	132.471313476562	0.065
8.25	133.626708984375	0.065
8.5	135.8740234375	0.1
8.75	134.95849609375	0.095
9	137.633056640625	0.125
9.25	132.835083007812	0.06
9.5	134.598999023438	0.12
9.75	130.706787109375	0.07
10	136.973876953125	0.155
10.25	134.242858886719	0.13
10.5	133.281555175781	0.1
10.75	134.736328125	0.13
11	133.27880859375	0.115
11.25	134.419250488281	0.105
11.5	136.462707519531	0.18
11.75	138.773803710938	0.22
12	137.564697265625	0.17
12.25	140.407104492188	0.225
12.5	145.611572265625	0.335
12.75	147.849731445312	0.33
13	154.754638671875	0.445
13.25	154.674072265625	0.45
13.5	153.539123535156	0.415
13.75	158.198852539062	0.5
14	162.615966796875	0.605
14.25	162.984313964844	0.59
14.5	160.973205566406	0.56
14.75	163.564758300781	0.605
15	168.7890625	0.665
15.25	172.349548339844	0.69
15.5	163.712463378906	0.595
15.75	171.303100585938	0.71
16	167.853393554688	0.635
16.25	165.733337402344	0.63
16.5	163.618774414062	0.585
16.75	165.7958984375	0.63
17	160.676574707031	0.555
17.25	157.318725585938	0.465
17.5	156.167297363281	0.445
17.75	154.396362304688	0.445
18	155.602111816406	0.45
18.25	150.825500488281	0.325
18.5	146.408386230469	0.295
18.75	145.382690429688	0.255
19	150.415344238281	0.32
19.25	139.776611328125	0.19
19.5	140.509948730469	0.205
19.75	140.283508300781	0.195
20	137.012939453125	0.115
20.25	135.975646972656	0.135
20.5	134.608154296875	0.1
20.75	137.037353515625	0.12
21	135.562133789062	0.1
21.25	137.931518554688	0.11
21.5	135.249938964844	0.115
21.75	133.156127929688	0.085
22	133.179931640625	0.085
22.25	133.811340332031	0.08
22.5	136.189575195312	0.09
22.75	137.732238769531	0.13
23	134.867553710938	0.09
23.25	133.692932128906	0.08
23.5	136.334533691406	0.125
23.75	134.258117675781	0.085
24	133.902893066406	0.085
24.25	134.623107910156	0.095
24.5	135.379333496094	0.1
24.75	137.366638183594	0.135
25	134.077453613281	0.11
25.25	132.432556152344	0.08
25.5	139.020080566406	0.185
25.75	134.7705078125	0.11
26	149.246826171875	0.305
26.25	143.789367675781	0.22
26.5	147.232666015625	0.27
26.75	151.642761230469	0.375
27	146.038208007812	0.32
27.25	153.298034667969	0.41
27.5	151.44287109375	0.405
27.75	153.160400390625	0.43
28	161.511840820312	0.545
28.25	161.929626464844	0.57
28.5	166.852111816406	0.635
28.75	165.273742675781	0.585
29	166.25244140625	0.615
29.25	169.043273925781	0.65
29.5	170.168151855469	0.685
29.75	171.590881347656	0.695
30	165.161437988281	0.62
