# t_cz_set	avg_S_North	su_S_North
# "t_cz"	"avg_S_North"	"su_S_North"
# 101
0	159.160563151042	0.643333333333333
39.5	149.638468424479	0.503333333333333
79	136.130574544271	0.293333333333333
118.5	129.695841471354	0.186666666666667
158	127.765909830729	0.16
197.5	132.484741210938	0.223333333333333
237	136.915486653646	0.28
276.5	146.492919921875	0.433333333333333
316	158.392130533854	0.623333333333333
355.5	168.555704752604	0.766666666666667
395	172.588907877604	0.863333333333333
434.5	176.182454427083	0.88
474	174.547119140625	0.843333333333333
513.5	160.840250651042	0.683333333333333
553	153.454386393229	0.54
592.5	144.864095052083	0.4
632	138.1982421875	0.306666666666667
671.5	130.851643880208	0.196666666666667
711	130.205485026042	0.186666666666667
750.5	132.574869791667	0.253333333333333
790	138.434651692708	0.336666666666667
829.5	152.114054361979	0.563333333333333
869	159.814860026042	0.67
908.5	167.471720377604	0.79
948	167.869873046875	0.803333333333333
987.5	171.766153971354	0.89
1027	169.105224609375	0.84
1066.5	159.096476236979	0.67
1106	154.254353841146	0.573333333333333
1145.5	142.296956380208	0.4
1185	132.122192382812	0.25
1224.5	131.74072265625	0.233333333333333
1264	134.520060221354	0.246666666666667
1303.5	133.551025390625	0.243333333333333
1343	140.998942057292	0.373333333333333
1382.5	148.170776367188	0.503333333333333
1422	158.942667643229	0.66
1461.5	164.139607747396	0.726666666666667
1501	167.537434895833	0.79
1540.5	166.241455078125	0.77
1580	172.563069661458	0.826666666666667
1619.5	167.355753580729	0.776666666666667
1659	159.452311197917	0.65
1698.5	151.758422851562	0.533333333333333
1738	144.962768554688	0.433333333333333
1777.5	139.860432942708	0.353333333333333
1817	133.409220377604	0.25
1856.5	134.891560872396	0.27
1896	146.384073893229	0.46
1935.5	148.72314453125	0.5
1975	155.3857421875	0.613333333333333
2014.5	163.414510091146	0.746666666666667
2054	165.934448242188	0.796666666666667
2093.5	165.528767903646	0.773333333333333
2133	164.507446289062	0.773333333333333
2172.5	166.693929036458	0.806666666666667
2212	155.297648111979	0.63
2251.5	147.310180664062	0.506666666666667
2291	136.701863606771	0.35
2330.5	134.099934895833	0.286666666666667
2370	132.595621744792	0.28
2409.5	140.474039713542	0.4
2449	144.487508138021	0.436666666666667
2488.5	143.550821940104	0.426666666666667
2528	151.426595052083	0.53
2567.5	160.270792643229	0.686666666666667
2607	164.8046875	0.743333333333333
2646.5	165.088094075521	0.756666666666667
2686	161.5478515625	0.71
2725.5	152.028198242188	0.573333333333333
2765	155.945638020833	0.626666666666667
2804.5	157.718098958333	0.64
2844	136.009318033854	0.33
2883.5	145.225626627604	0.453333333333333
2923	139.307861328125	0.35
2962.5	136.484578450521	0.31
3002	142.870686848958	0.403333333333333
3041.5	141.673787434896	0.383333333333333
3081	147.946166992188	0.5
3120.5	156.36962890625	0.606666666666667
3160	165.771891276042	0.75
3199.5	167.731730143229	0.786666666666667
3239	162.160034179688	0.706666666666667
3278.5	165.688680013021	0.766666666666667
3318	161.982421875	0.713333333333333
3357.5	158.449300130208	0.64
3397	153.643391927083	0.56
3436.5	147.250569661458	0.453333333333333
3476	142.940470377604	0.373333333333333
3515.5	142.5830078125	0.376666666666667
3555	140.213216145833	0.34
3594.5	142.732950846354	0.373333333333333
3634	151.256713867188	0.513333333333333
3673.5	145.283203125	0.393333333333333
3713	145.558471679688	0.42
3752.5	157.605183919271	0.613333333333333
3792	160.370279947917	0.663333333333333
3831.5	169.011027018229	0.776666666666667
3871	166.167195638021	0.723333333333333
3910.5	168.507080078125	0.766666666666667
3950	161.846110026042	0.666666666666667
