# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	163.944396972656	0.64
0.25	168.622436523438	0.715
0.5	165.213623046875	0.675
0.75	167.039794921875	0.695
1	168.427124023438	0.72
1.25	169.380798339844	0.725
1.5	169.241943359375	0.7
1.75	163.150634765625	0.635
2	167.482299804688	0.7
2.25	162.893981933594	0.63
2.5	158.657531738281	0.56
2.75	157.994995117188	0.55
3	156.06201171875	0.49
3.25	154.611511230469	0.49
3.5	150.436096191406	0.435
3.75	148.233337402344	0.38
4	144.018249511719	0.355
4.25	140.2490234375	0.275
4.5	141.002502441406	0.3
4.75	136.698913574219	0.205
5	135.620727539062	0.18
5.25	131.8115234375	0.135
5.5	133.626403808594	0.16
5.75	133.787231445312	0.14
6	130.929870605469	0.125
6.25	129.762878417969	0.09
6.5	129.163513183594	0.1
6.75	131.299133300781	0.115
7	129.981079101562	0.09
7.25	128.599243164062	0.095
7.5	127.641296386719	0.07
7.75	126.702270507812	0.08
8	131.585998535156	0.13
8.25	125.722351074219	0.045
8.5	126.247863769531	0.045
8.75	126.113891601562	0.05
9	132.306213378906	0.14
9.25	129.749145507812	0.075
9.5	132.940063476562	0.11
9.75	131.373901367188	0.12
10	132.722473144531	0.135
10.25	132.4267578125	0.105
10.5	134.634704589844	0.125
10.75	134.643249511719	0.17
11	132.139282226562	0.155
11.25	133.397216796875	0.16
11.5	135.821228027344	0.235
11.75	133.726196289062	0.195
12	138.673706054688	0.25
12.25	141.888732910156	0.27
12.5	140.232238769531	0.27
12.75	149.48974609375	0.415
13	149.224243164062	0.41
13.25	150.989074707031	0.425
13.5	158.658752441406	0.56
13.75	159.004516601562	0.575
14	158.853454589844	0.545
14.25	163.494873046875	0.63
14.5	165.763244628906	0.64
14.75	165.854797363281	0.66
15	166.751708984375	0.665
15.25	167.77587890625	0.7
15.5	170.445251464844	0.735
15.75	165.544128417969	0.655
16	168.324890136719	0.7
16.25	164.213256835938	0.635
16.5	162.403564453125	0.62
16.75	159.898681640625	0.57
17	161.034851074219	0.585
17.25	152.176513671875	0.445
17.5	154.1015625	0.48
17.75	146.602783203125	0.38
18	145.088806152344	0.335
18.25	146.666259765625	0.36
18.5	145.065612792969	0.31
18.75	137.127685546875	0.21
19	138.644104003906	0.255
19.25	134.27001953125	0.165
19.5	133.396911621094	0.145
19.75	130.856628417969	0.115
20	128.995666503906	0.09
20.25	131.183776855469	0.1
20.5	130.072021484375	0.11
20.75	129.463806152344	0.075
21	128.538208007812	0.08
21.25	127.360534667969	0.07
21.5	130.495300292969	0.1
21.75	132.77099609375	0.13
22	130.725402832031	0.09
22.25	127.525939941406	0.045
22.5	128.890686035156	0.065
22.75	126.36962890625	0.05
23	127.863464355469	0.065
23.25	128.613891601562	0.065
23.5	131.191711425781	0.1
23.75	131.476440429688	0.095
24	130.224304199219	0.085
24.25	129.083557128906	0.085
24.5	130.245666503906	0.095
24.75	134.580688476562	0.155
25	132.597351074219	0.125
25.25	132.868041992188	0.15
25.5	134.301147460938	0.175
25.75	140.204772949219	0.245
26	140.066528320312	0.235
26.25	137.398071289062	0.23
26.5	144.98779296875	0.35
26.75	144.862976074219	0.325
27	148.811645507812	0.405
27.25	153.432006835938	0.48
27.5	153.236083984375	0.475
27.75	156.513366699219	0.53
28	158.020324707031	0.585
28.25	159.763488769531	0.6
28.5	162.7783203125	0.63
28.75	163.865356445312	0.655
29	166.473388671875	0.66
29.25	170.011596679688	0.74
29.5	167.101745605469	0.695
29.75	164.716491699219	0.655
30	166.097412109375	0.675
