# wait_q2_set	avg_S_North	su_S_North
# "wait_q2"	"avg_S_North"	"su_S_North"
# 121
0	154.671020507812	0.48
0.25	155.234069824219	0.495
0.5	153.068542480469	0.465
0.75	150.597229003906	0.415
1	152.145080566406	0.445
1.25	148.941955566406	0.39
1.5	139.396362304688	0.245
1.75	147.959289550781	0.36
2	144.94873046875	0.305
2.25	138.405151367188	0.225
2.5	135.585632324219	0.175
2.75	131.675109863281	0.11
3	130.717468261719	0.09
3.25	133.103332519531	0.09
3.5	132.041015625	0.075
3.75	129.190368652344	0.07
4	134.229736328125	0.13
4.25	132.674255371094	0.11
4.5	133.738098144531	0.13
4.75	137.289123535156	0.205
5	143.580627441406	0.29
5.25	142.403869628906	0.29
5.5	147.29248046875	0.345
5.75	147.096862792969	0.35
6	148.460998535156	0.385
6.25	155.444641113281	0.485
6.5	157.056579589844	0.51
6.75	153.734741210938	0.46
7	161.936645507812	0.61
7.25	162.639465332031	0.62
7.5	160.827026367188	0.58
7.75	160.034484863281	0.545
8	157.439880371094	0.515
8.25	153.235778808594	0.455
8.5	148.170776367188	0.38
8.75	145.995788574219	0.345
9	142.07275390625	0.29
9.25	139.4921875	0.26
9.5	137.947082519531	0.215
9.75	132.974548339844	0.15
10	133.211364746094	0.145
10.25	127.748718261719	0.07
10.5	129.019470214844	0.085
10.75	129.162292480469	0.08
11	130.818176269531	0.125
11.25	131.624145507812	0.125
11.5	133.76220703125	0.155
11.75	131.004333496094	0.115
12	136.583862304688	0.205
12.25	141.076354980469	0.27
12.5	142.022705078125	0.275
12.75	148.363952636719	0.385
13	146.849670410156	0.38
13.25	149.596252441406	0.415
13.5	156.480712890625	0.52
13.75	154.655456542969	0.48
14	157.0751953125	0.545
14.25	155.686340332031	0.48
14.5	156.782531738281	0.515
14.75	155.888061523438	0.525
15	150.64697265625	0.445
15.25	145.861511230469	0.355
15.5	145.340270996094	0.345
15.75	145.657043457031	0.37
16	136.8017578125	0.24
16.25	135.259094238281	0.215
16.5	135.579528808594	0.18
16.75	134.729919433594	0.16
17	133.438415527344	0.16
17.25	129.736938476562	0.08
17.5	127.474060058594	0.075
17.75	128.835144042969	0.095
18	128.8232421875	0.095
18.25	131.596984863281	0.125
18.5	134.040832519531	0.155
18.75	135.175476074219	0.165
19	138.284606933594	0.22
19.25	143.778991699219	0.295
19.5	145.044555664062	0.305
19.75	149.697875976562	0.385
20	156.317749023438	0.495
20.25	156.458129882812	0.5
20.5	157.365112304688	0.52
20.75	159.092712402344	0.555
21	158.800964355469	0.57
21.25	160.360717773438	0.58
21.5	159.376220703125	0.56
21.75	154.781799316406	0.49
22	155.738830566406	0.515
22.25	155.465087890625	0.5
22.5	152.100219726562	0.465
22.75	147.531433105469	0.385
23	144.696960449219	0.335
23.25	139.8779296875	0.275
23.5	135.027465820312	0.195
23.75	132.135314941406	0.15
24	135.454406738281	0.165
24.25	131.123046875	0.105
24.5	127.890319824219	0.08
24.75	131.5673828125	0.12
25	130.247192382812	0.07
25.25	129.952087402344	0.07
25.5	136.647033691406	0.175
25.75	131.065368652344	0.135
26	131.03271484375	0.125
26.25	136.588745117188	0.205
26.5	141.549987792969	0.275
26.75	145.822143554688	0.355
27	148.4423828125	0.375
27.25	142.297668457031	0.3
27.5	153.009643554688	0.475
27.75	157.342529296875	0.535
28	155.51025390625	0.505
28.25	153.566284179688	0.495
28.5	158.149108886719	0.53
28.75	158.37646484375	0.55
29	152.645263671875	0.44
29.25	148.157348632812	0.4
29.5	152.061157226562	0.445
29.75	141.701049804688	0.3
30	143.3349609375	0.3
